"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.168461151E0,-2.056968510E-1,-8.634567261E-3,1.320977211E-1
4.187287505E0,1.244304478E-1,-8.680810928E-1,2.100098133E-1
4.206113912E0,3.302909434E-1,-1.384432316E0,4.244434834E-1
4.224940266E0,3.685767055E-1,-1.142355919E0,4.497473240E-1
4.243766620E0,2.585636377E-1,-4.488706589E-1,3.491594791E-1
4.262593026E0,1.886197925E-1,5.441341400E-1,2.392277718E-1
4.281419380E0,2.619102001E-1,1.275840759E0,6.358528137E-1
4.300245787E0,3.136816621E-1,1.373115540E0,1.098146200E0
4.319072141E0,7.923209667E-2,2.133325577E0,1.373776436E0
4.337898547E0,-2.005141973E-1,2.929376602E0,1.319706440E0
4.356724901E0,-3.395206332E-1,2.555572510E0,1.364356041E0
4.375551307E0,-2.056595087E-1,1.094392776E0,1.308869839E0
4.394377714E0,8.240300417E-2,-9.041166306E-1,1.257477283E0
4.413204068E0,4.207682610E-2,-2.057643414E0,9.959580898E-1
4.432030474E0,-1.439788938E-1,-2.637859821E0,5.673263073E-1
4.450856828E0,-1.322571039E-1,-2.968406200E0,1.757192612E-1
4.469683234E0,3.616833687E-2,-2.994509220E0,-3.620197773E-1
4.488509589E0,2.035262585E-1,-2.766302586E0,-1.031422615E0
4.507335995E0,1.512373686E-1,-2.328810215E0,-1.740291119E0
4.526162349E0,5.832779408E-2,-2.098553658E0,-2.656157255E0
4.544988755E0,3.887331486E-2,-2.073184490E0,-3.060600758E0
4.563815109E0,2.052706480E-1,-1.389144421E0,-3.145758867E0
4.582628391E0,5.507096052E-1,6.971645355E-2,-3.188936234E0
4.601467870E0,6.724503040E-1,1.437918663E0,-2.969615698E0
4.620294276E0,4.095761776E-1,2.131468773E0,-2.684976101E0
4.639120630E0,6.154725552E-1,2.861711502E0,-2.247368574E0
4.657947037E0,4.027328491E-1,4.493213654E0,-1.574024796E0
4.676773443E0,-7.714028358E-1,5.947687149E0,-1.265139818E0
4.695599797E0,-1.834251046E0,6.360730171E0,-3.935031891E-1
4.714426203E0,-1.732380986E0,5.017647743E0,1.002669096E0
4.733252557E0,-1.441103816E0,2.859250069E0,2.123604774E0
4.752065839E0,-1.750671387E0,3.214817047E-1,2.535563707E0
4.770905370E0,-2.293612480E0,-2.540006638E0,2.473395824E0
4.789731724E0,-2.724100113E0,-4.611494064E0,2.368525505E0
4.808558130E0,-2.791216135E0,-5.336971760E0,2.414443016E0
4.827384484E0,-2.462635040E0,-4.755800724E0,2.626407862E0
4.846210891E0,-1.937957883E0,-3.456932068E0,2.988342285E0
4.865037297E0,-1.885887384E0,-2.305451393E0,3.087326765E0
4.883863651E0,-1.952633619E0,-6.363468170E-1,2.782840729E0
4.902690057E0,-1.816681504E0,1.259189606E0,2.343168020E0
4.921516464E0,-1.453994513E0,2.562966347E0,2.288533211E0
4.940342818E0,-7.947594523E-1,3.121869087E0,1.748537540E0
4.959169224E0,-7.303434610E-1,3.400260925E0,6.701456308E-1
4.977995578E0,-6.944769025E-1,3.137280464E0,-3.392016292E-1
4.996821984E0,-5.363175869E-1,2.587903023E0,-7.842816114E-1
5.015648391E0,-1.714586318E-1,8.955698013E-1,-5.040329695E-1
5.034461672E0,4.946134686E-1,-1.174931526E0,-4.932770133E-1
5.053301151E0,1.121773601E0,-3.384866714E0,-7.217916250E-1
5.072127557E0,1.484662533E0,-4.506795883E0,-9.551759958E-1
5.090953912E0,1.633713484E0,-5.132875919E0,-1.651042819E0
5.109780318E0,1.737097979E0,-5.462507725E0,-2.240961552E0
5.128606724E0,1.890706301E0,-5.846683502E0,-2.283708096E0
5.147433078E0,1.994585037E0,-6.426416397E0,-2.093599558E0
5.166259484E0,1.631178260E0,-6.475649834E0,-1.790437937E0
5.185085891E0,1.087232590E0,-5.548338890E0,-1.301355124E0
5.203899120E0,5.820931792E-1,-3.077315331E0,-9.702150226E-1
5.222738651E0,-9.335665405E-2,1.362908363E0,-5.223935246E-1
5.241565057E0,-6.388941407E-1,5.389633179E0,-4.982450604E-2
5.260378339E0,-7.192913294E-1,8.219874382E0,7.899870276E-1
5.279217818E0,-3.507743776E-1,1.044733143E1,2.654717684E0
5.298044224E0,-1.197396293E-1,1.170461655E1,4.510797501E0
5.316870578E0,-2.993132174E-1,1.050360012E1,5.642766476E0
5.335696984E0,-5.677020550E-1,9.734704018E0,6.192643166E0
5.354523391E0,-2.937769890E-1,9.404708862E0,5.734784126E0
5.373349797E0,-1.998594701E-1,8.822238922E0,4.675426006E0
5.392176151E0,-4.794996083E-1,7.717047691E0,3.278783321E0
5.411002557E0,-8.437883854E-1,6.377803802E0,1.707860827E0
5.429815839E0,-1.572590828E0,4.528916359E0,3.373821974E-1
5.448655318E0,-2.318133116E0,1.777601242E0,-4.698396921E-1
5.467481724E0,-2.604940891E0,-1.200076103E0,-8.885046244E-1
5.486295005E0,-2.507149458E0,-3.429111958E0,-1.095936298E0
5.505134537E0,-2.721335888E0,-4.672636032E0,-1.644693613E0
5.523960891E0,-3.028907299E0,-5.281875134E0,-2.157064915E0
5.542787297E0,-2.863610506E0,-5.298222542E0,-2.734885216E0
5.561613703E0,-2.372985363E0,-4.781642437E0,-3.315373182E0
5.580440109E0,-2.159066200E0,-4.275407314E0,-4.029179573E0
5.599266464E0,-2.161017656E0,-3.675279617E0,-5.077410698E0
5.618092870E0,-1.716648817E0,-2.889559746E0,-6.078131676E0
5.636919276E0,-9.422000051E-1,-2.018714428E0,-6.465759277E0
5.655745630E0,-1.412609816E-1,-7.142400742E-1,-6.340436935E0
5.674572037E0,6.270731688E-1,7.601757050E-1,-5.496625423E0
5.693398443E0,1.525009751E0,2.175199509E0,-4.684920788E0
5.712224849E0,2.898794174E0,1.876749039E0,-3.832798958E0
5.731051255E0,3.562144756E0,9.877567291E-1,-2.936207056E0
5.749877609E0,3.130683422E0,1.087508202E0,-2.423085213E0
5.768704016E0,2.407065392E0,2.114264488E0,-1.904686451E0
5.787530422E0,2.281380177E0,2.842042923E0,-4.813506603E-1
5.806356828E0,2.265724659E0,2.261476517E0,9.149560928E-1
5.825170109E0,1.040187120E0,6.881113052E-1,1.756109238E0
5.844009589E0,-1.175392032E0,-1.486871243E0,1.950691938E0
5.862835995E0,-3.089316607E0,-3.660743713E0,2.207625389E0
5.881649276E0,-3.398633480E0,-5.944430351E0,2.579599857E0
5.900488807E0,-2.008052588E0,-7.727778435E0,2.625389576E0
5.919315214E0,2.249315381E-2,-8.735120773E0,2.270150185E0
5.938128495E0,1.851432920E0,-9.879663467E0,1.833731174E0
5.956967974E0,2.596407413E0,-9.255733490E0,4.607329369E-1
5.975794380E0,3.328960896E0,-5.183080673E0,-1.589410663E0
5.994607662E0,4.745812416E0,2.083766937E0,-2.967116833E0
6.013447193E0,7.329158783E0,9.970854759E0,-2.570729017E0
6.032273599E0,9.951416016E0,1.367562199E1,-5.385487556E0
6.051086880E0,9.241202354E0,1.314020252E1,-6.009666443E0
6.069926359E0,8.737021446E0,1.554265499E1,-7.192276001E0
6.088752766E0,8.029335022E0,1.239124584E1,-6.405972481E0
6.107566047E0,7.371362209E0,8.567845345E0,-3.864925385E0
6.126405578E0,5.012352943E0,6.829635620E0,-2.138446808E0
6.145231984E0,1.432616711E0,4.558668137E0,-9.108096957E-1
6.164045266E0,-2.278821468E0,1.260974884E0,4.590172768E-1
6.182884797E0,-5.948616028E0,-1.575922966E0,1.859062552E0
6.201711203E0,-1.026982880E1,-3.634471893E0,2.891896725E0
6.220524484E0,-1.468058777E1,-6.348359108E0,2.757707596E0
6.239363964E0,-1.715063095E1,-8.202650070E0,2.938006878E0
6.258190370E0,-1.662896156E1,-7.942198753E0,2.927373409E0
6.277003703E0,-1.506055355E1,-4.931389809E0,2.239643574E0
6.295843182E0,-1.318389416E1,-1.028176785E0,1.455109715E0
6.314669589E0,-1.065535545E1,2.788052559E0,5.207928419E-1
6.333482870E0,-8.557044983E0,5.603939056E0,6.017992496E-1
6.352322401E0,-8.098115921E0,7.178316116E0,1.152197719E0
6.371148807E0,-5.970433235E0,6.421940804E0,7.834960222E-1
6.389962089E0,1.686834812E0,6.961710930E0,2.582459927E0
6.408801568E0,1.184750557E1,8.325563431E0,1.934641361E0
6.427627974E0,1.245111370E1,7.685470581E0,5.516064167E-2
