"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.005950257E1,6.161921620E-1,-6.586460471E-1,3.984251320E-1
2.006185580E1,6.195518374E-1,-6.021426916E-1,4.007157981E-1
2.006420908E1,6.253548861E-1,-5.506787896E-1,4.005630910E-1
2.006656231E1,6.310052276E-1,-4.989095032E-1,4.065188468E-1
2.006891559E1,6.380299330E-1,-4.497362971E-1,4.150707126E-1
2.007126882E1,6.436802745E-1,-4.004103839E-1,4.246915579E-1
2.007362205E1,6.505523324E-1,-3.523061574E-1,4.381301999E-1
2.007597533E1,6.574243903E-1,-3.066453338E-1,4.515688419E-1
2.007832856E1,6.630746722E-1,-2.646495700E-1,4.648547769E-1
2.008068184E1,6.713211536E-1,-2.212794125E-1,4.807367921E-1
2.008303507E1,6.806365848E-1,-1.803526580E-1,4.978405237E-1
2.008538835E1,6.899519563E-1,-1.418692768E-1,5.125008225E-1
2.008774158E1,6.994200945E-1,-1.081199646E-1,5.322006941E-1
2.009009481E1,7.149966955E-1,-7.666133344E-2,5.468609929E-1
2.009244809E1,7.305732965E-1,-4.413371533E-2,5.653391480E-1
2.009480132E1,7.475243211E-1,-1.649287529E-2,5.789304972E-1
2.009715460E1,7.656970620E-1,7.788302377E-3,5.951179266E-1
2.009950783E1,7.826480269E-1,3.069507517E-2,6.099309921E-1
2.010186111E1,7.995990515E-1,4.886778072E-2,6.235223413E-1
2.010421434E1,8.154810667E-1,6.108472496E-2,6.397097707E-1
2.010656757E1,8.338065147E-1,7.085828483E-2,6.533011198E-1
2.010892085E1,8.521319032E-1,7.574506104E-2,6.633801460E-1
2.011127408E1,8.704573512E-1,7.834116369E-2,6.771242023E-1
2.011362736E1,8.889354467E-1,7.849387079E-2,6.896465421E-1
2.011598059E1,9.098569751E-1,7.864658535E-2,6.972821355E-1
2.011833388E1,9.283351302E-1,7.757759839E-2,7.061394453E-1
2.012068710E1,9.504783154E-1,7.284353673E-2,7.149966955E-1
2.012304039E1,9.715525508E-1,6.581879407E-2,7.201889157E-1
2.012539361E1,9.926267862E-1,6.001574174E-2,7.267554998E-1
2.012774684E1,1.015075445E0,4.566083103E-2,7.331694365E-1
2.013010013E1,1.038593054E0,3.497100621E-2,7.397360206E-1
2.013245335E1,1.062263370E0,1.603474095E-2,7.461498976E-1
2.013480664E1,1.085780978E0,-1.023169141E-2,7.551599145E-1
2.013715986E1,1.104411840E0,-3.527642787E-2,7.641699314E-1
2.013951315E1,1.125638843E0,-6.154286116E-2,7.719582319E-1
2.014186638E1,1.146713018E0,-9.376505762E-2,7.834116220E-1
2.014421960E1,1.165343881E0,-1.272089481E-1,7.947123051E-1
2.014657288E1,1.185196400E0,-1.606528312E-1,8.098307252E-1
2.014892611E1,1.203827262E0,-1.939440072E-1,8.237275481E-1
2.015127940E1,1.220014691E0,-2.310529798E-1,8.364025950E-1
2.015363262E1,1.238645554E0,-2.667875290E-1,8.478559852E-1
2.015598591E1,1.257276416E0,-3.038965166E-1,8.605310917E-1
2.015833914E1,1.276059866E0,-3.408527672E-1,8.706100583E-1
2.016069242E1,1.294690728E0,-3.755183518E-1,8.796200752E-1
2.016304565E1,1.311183691E0,-4.173613787E-1,8.837432861E-1
2.016539888E1,1.331188917E0,-4.569137394E-1,8.854231238E-1
2.016775216E1,1.352568507E0,-5.024218559E-1,8.846595287E-1
2.017010539E1,1.371657491E0,-5.442649126E-1,8.814526200E-1
2.017245867E1,1.389372110E0,-5.897729993E-1,8.768712282E-1
2.017481190E1,1.408308387E0,-6.342121959E-1,8.736643195E-1
2.017716518E1,1.427244663E0,-6.748335361E-1,8.692356348E-1
2.017951841E1,1.442515850E0,-7.168292403E-1,8.648070097E-1
2.018187164E1,1.459161401E0,-7.576032877E-1,8.565605879E-1
2.018422492E1,1.475654244E0,-7.947123051E-1,8.483141065E-1
2.018657815E1,1.489703774E0,-8.295305967E-1,8.412894011E-1
2.018893143E1,1.499935389E0,-8.631271720E-1,8.354863524E-1
2.019128466E1,1.508945465E0,-8.895463347E-1,8.260182142E-1
2.019363794E1,1.515512109E0,-9.171871543E-1,8.176190853E-1
2.019599117E1,1.517039180E0,-9.399412274E-1,8.090671897E-1
2.019834445E1,1.518566251E0,-9.591829181E-1,8.018897176E-1
2.020069768E1,1.517497301E0,-9.736905098E-1,7.933378816E-1
2.020305091E1,1.516581059E0,-9.833113551E-1,7.811209559E-1
2.020540419E1,1.511694312E0,-9.869764447E-1,7.711946368E-1
2.020775742E1,1.506960154E0,-9.906415343E-1,7.650861740E-1
2.021011070E1,1.499629974E0,-9.955283403E-1,7.563816309E-1
2.021246393E1,1.491078138E0,-9.932376146E-1,7.488987446E-1
2.021481721E1,1.481304646E0,-9.897252917E-1,7.377507687E-1
2.021717044E1,1.469087601E0,-9.862129092E-1,7.290462255E-1
2.021952367E1,1.454274654E0,-9.804098606E-1,7.214106321E-1
2.022187695E1,1.440683246E0,-9.721634388E-1,7.114843726E-1
2.022423023E1,1.424648523E0,-9.614735842E-1,7.038487792E-1
2.022658346E1,1.408613801E0,-9.460496902E-1,6.925480962E-1
2.022893669E1,1.387539506E0,-9.245173335E-1,6.798729897E-1
2.023128997E1,1.369061470E0,-9.031376839E-1,6.684195995E-1
2.023364320E1,1.349208832E0,-8.780929446E-1,6.571189165E-1
2.023599648E1,1.329356313E0,-8.530482054E-1,6.444438696E-1
2.023834971E1,1.308282137E0,-8.281561732E-1,6.305471063E-1
2.024070294E1,1.288582325E0,-8.066238165E-1,6.180247068E-1
2.024305622E1,1.267508030E0,-7.805100679E-1,6.053496599E-1
2.024540945E1,1.243990421E0,-7.554653287E-1,5.914528370E-1
2.024776273E1,1.224137902E0,-7.353073955E-1,5.799994469E-1
2.025011596E1,1.201841950E0,-7.125533223E-1,5.673243999E-1
2.025246924E1,1.179545999E0,-6.876612902E-1,5.523586273E-1
2.025482247E1,1.157250166E0,-6.626165509E-1,5.409052372E-1
2.025717575E1,1.137550354E0,-6.387935281E-1,5.257867575E-1
2.025952898E1,1.114032745E0,-6.126797795E-1,5.094466209E-1
2.026188221E1,1.091889501E0,-5.900784731E-1,4.918847680E-1
2.026423549E1,1.069593549E0,-5.674771070E-1,4.767662883E-1
2.026658872E1,1.047297597E0,-5.473191738E-1,4.616478086E-1
2.026894200E1,1.026376128E0,-5.282301903E-1,4.466820657E-1
2.027129523E1,1.005301833E0,-5.115845799E-1,4.340069890E-1
2.027364851E1,9.868237376E-1,-4.973823726E-1,4.202629030E-1
2.027600174E1,9.695672989E-1,-4.891359508E-1,4.077405334E-1
2.027835497E1,9.535325766E-1,-4.785988331E-1,3.952181637E-1
2.028070825E1,9.374978542E-1,-4.703523815E-1,3.839175105E-1
2.028306148E1,9.240592122E-1,-4.668400288E-1,3.726168275E-1
2.028541476E1,9.093988538E-1,-4.645493329E-1,3.602471650E-1
2.028776799E1,8.971819282E-1,-4.647020400E-1,3.513898849E-1
2.029012127E1,8.823688626E-1,-4.636330605E-1,3.402419090E-1
2.029247450E1,8.689302206E-1,-4.625640810E-1,3.289412558E-1
2.029482778E1,8.567132950E-1,-4.627167881E-1,3.177932799E-1
2.029718101E1,8.432746530E-1,-4.640912116E-1,3.042019308E-1
2.029953424E1,8.348754644E-1,-4.640912116E-1,2.942756712E-1
2.030188752E1,8.200624585E-1,-4.679090083E-1,2.841966748E-1
2.030424075E1,8.104416132E-1,-4.715740979E-1,2.730487287E-1
2.030659403E1,8.006680608E-1,-4.752391577E-1,2.643441558E-1
2.030894726E1,7.921161652E-1,-4.801259339E-1,2.557922900E-1
2.031130054E1,7.849387527E-1,-4.825693369E-1,2.470877171E-1
2.031365377E1,7.763868570E-1,-4.886777997E-1,2.396048307E-1
2.031600700E1,7.690566778E-1,-4.923428893E-1,2.333436459E-1
2.031836028E1,7.629482150E-1,-4.947862923E-1,2.284568697E-1
2.032071351E1,7.568397522E-1,-4.996730685E-1,2.258607745E-1
2.032306679E1,7.507312894E-1,-5.008947253E-1,2.234173864E-1
2.032542002E1,7.420266867E-1,-4.996730685E-1,2.244863659E-1
2.032777330E1,7.357655168E-1,-4.949389994E-1,2.231119573E-1
2.033012653E1,7.244648337E-1,-4.889832437E-1,2.254026383E-1
2.033247981E1,7.133168578E-1,-4.830274582E-1,2.264716178E-1
2.033483304E1,7.020162344E-1,-4.746283293E-1,2.299840003E-1
2.033718627E1,6.907155514E-1,-4.639385045E-1,2.321219593E-1
2.033953955E1,6.769714952E-1,-4.508052766E-1,2.319692522E-1
2.034189278E1,6.632274389E-1,-4.376720488E-1,2.365505993E-1
2.034424606E1,6.505523324E-1,-4.220954478E-1,2.412846684E-1
2.034659929E1,6.343649030E-1,-4.040754735E-1,2.422009408E-1
2.034895257E1,6.192464232E-1,-3.874298632E-1,2.455606014E-1
2.035130580E1,6.067240238E-1,-3.718532622E-1,2.489202619E-1
2.035365908E1,5.928272605E-1,-3.562766612E-1,2.512109280E-1
2.035601231E1,5.803049207E-1,-3.443651497E-1,2.533488870E-1
2.035836554E1,5.716003180E-1,-3.310792148E-1,2.568612695E-1
2.036071882E1,5.615213513E-1,-3.239017725E-1,2.628170252E-1
2.036307205E1,5.502206683E-1,-3.167243004E-1,2.663294077E-1
2.036542533E1,5.401417017E-1,-3.095468581E-1,2.722851634E-1
2.036777856E1,5.312843919E-1,-3.071034551E-1,2.782409191E-1
2.037013184E1,5.262449384E-1,-3.035911024E-1,2.831276953E-1
2.037248507E1,5.186093450E-1,-3.011476994E-1,2.915268540E-1
2.037483835E1,5.111264586E-1,-2.987042964E-1,2.974826097E-1
2.037719158E1,5.060869455E-1,-2.962609231E-1,3.035911024E-1
2.037954481E1,4.984513521E-1,-2.950392365E-1,3.119902313E-1
2.038189809E1,4.958552718E-1,-2.987042964E-1,3.168770075E-1
2.038425132E1,4.895940721E-1,-3.022166789E-1,3.242071867E-1
2.038660460E1,4.857762754E-1,-3.093941510E-1,3.364241421E-1
2.038895783E1,4.807367921E-1,-3.213056624E-1,3.461976945E-1
2.039131111E1,4.731011987E-1,-3.368822634E-1,3.596363366E-1
2.039366434E1,4.657710493E-1,-3.571929336E-1,3.706315756E-1
2.039601757E1,4.618005157E-1,-3.787252903E-1,3.877353072E-1
2.039837085E1,4.517215490E-1,-4.013266563E-1,4.060607255E-1
2.040072408E1,4.454603493E-1,-4.240806997E-1,4.243861437E-1
2.040307736E1,4.378247857E-1,-4.456130862E-1,4.427115619E-1
2.040543059E1,4.315635860E-1,-4.659237564E-1,4.575245976E-1
2.040778388E1,4.289674759E-1,-4.850127101E-1,4.709632397E-1
2.041013710E1,4.214846194E-1,-5.028799772E-1,4.844018817E-1
2.041249038E1,4.152234197E-1,-5.221216679E-1,4.941754341E-1
2.041484361E1,4.101839364E-1,-5.387672782E-1,5.039489865E-1
2.041718377E1,4.077405334E-1,-5.602996349E-1,5.114318728E-1
2.041955012E1,4.016320705E-1,-5.819846988E-1,5.163186193E-1
2.042190335E1,3.955236077E-1,-6.059604883E-1,5.199837089E-1
2.042424351E1,3.920112252E-1,-6.334486008E-1,5.224271417E-1
2.042660986E1,3.884988427E-1,-6.635328531E-1,5.238015056E-1
2.042896315E1,3.837648034E-1,-6.983511448E-1,5.262449384E-1
2.043130325E1,3.790307343E-1,-7.295043468E-1,5.225798488E-1
2.043366966E1,3.732276857E-1,-7.595885396E-1,5.178457499E-1
2.043602288E1,3.660502136E-1,-7.884510756E-1,5.092939138E-1
2.043837611E1,3.588727713E-1,-8.148702383E-1,5.018110275E-1
2.044072940E1,3.506263196E-1,-8.377770185E-1,4.920374751E-1
2.044308263E1,3.448232710E-1,-8.594620824E-1,4.785988331E-1
2.044543591E1,3.352024257E-1,-8.823688626E-1,4.650074840E-1
2.044778914E1,3.269560039E-1,-9.029849768E-1,4.515688419E-1
2.045014242E1,3.211529553E-1,-9.246700406E-1,4.356867969E-1
2.045249565E1,3.129065037E-1,-9.416210651E-1,4.184303582E-1
2.045484888E1,3.058817685E-1,-9.596410394E-1,4.025483429E-1
2.045720216E1,2.962609231E-1,-9.778137207E-1,3.865135908E-1
2.045955538E1,2.829749882E-1,-9.959864616E-1,3.704788685E-1
2.046190867E1,2.722851634E-1,-1.015380859E0,3.556658030E-1
2.046426190E1,2.614426315E-1,-1.033400893E0,3.396310806E-1
2.046661518E1,2.481566966E-1,-1.051573515E0,3.261924386E-1
2.046896841E1,2.360924631E-1,-1.067302823E0,3.150444627E-1
2.047132169E1,2.240282297E-1,-1.085475564E0,3.026748300E-1
2.047367492E1,2.144073844E-1,-1.103495598E0,2.903051674E-1
2.047602815E1,2.035648525E-1,-1.124111652E0,2.779355049E-1
2.047838143E1,1.916533262E-1,-1.143353343E0,2.644968629E-1
2.048073466E1,1.832541823E-1,-1.160304427E0,2.484621257E-1
2.048308794E1,1.737860441E-1,-1.178477049E0,2.299840003E-1
2.048544117E1,1.617218107E-1,-1.190693974E0,2.127275616E-1
2.048779445E1,1.498102844E-1,-1.200467587E0,1.930277348E-1
2.049014768E1,1.365243644E-1,-1.204132676E0,1.733279079E-1
2.049250096E1,1.244601309E-1,-1.209172130E0,1.534753740E-1
2.049485419E1,1.073564067E-1,-1.208103180E0,1.362189353E-1
2.049720747E1,9.269607067E-2,-1.205965161E0,1.200314835E-1
2.049956070E1,7.314895838E-2,-1.206117868E0,1.050657257E-1
2.050190085E1,5.222744122E-2,-1.200314879E0,8.872556686E-2
2.050426721E1,2.886253223E-2,-1.194511771E0,7.742489129E-2
2.050662044E1,5.344913341E-3,-1.186265349E0,6.841489673E-2
2.050897372E1,-2.061609551E-2,-1.175575495E0,6.077930331E-2
2.051132695E1,-4.917320609E-2,-1.165038466E0,5.421269313E-2
2.051368023E1,-7.773031294E-2,-1.156792045E0,5.131116882E-2
2.051603346E1,-1.049130186E-1,-1.144880533E0,4.840964451E-2
2.051838674E1,-1.336228400E-1,-1.132968903E0,4.795150831E-2
2.052073997E1,-1.609582454E-1,-1.122279167E0,4.627167806E-2
2.052309320E1,-1.846285909E-1,-1.110367656E0,4.703523964E-2
2.052544648E1,-2.095206082E-1,-1.102121115E0,4.795150831E-2
2.052779971E1,-2.305948436E-1,-1.096165419E0,5.131116882E-2
2.053015299E1,-2.493783981E-1,-1.089140654E0,5.222744122E-2
2.053250622E1,-2.655658424E-1,-1.080741525E0,5.314370990E-2
2.053485950E1,-2.791571915E-1,-1.074785709E0,5.421269313E-2
2.053721273E1,-2.892361879E-1,-1.071273327E0,5.528167635E-2
2.053956596E1,-3.003841341E-1,-1.068830013E0,5.879404768E-2
2.054191924E1,-3.078670204E-1,-1.067608237E0,5.986303091E-2
2.054427247E1,-3.141281903E-1,-1.066539288E0,6.215370819E-2
2.054662575E1,-3.179459870E-1,-1.070051670E0,6.581879407E-2
2.054897898E1,-3.191677034E-1,-1.072495103E0,6.704048812E-2
2.055133226E1,-3.216110766E-1,-1.078450799E0,6.704048812E-2
2.055368549E1,-3.202366829E-1,-1.085628271E0,6.581879407E-2
2.055603877E1,-3.188622594E-1,-1.097692490E0,6.474980712E-2
2.055839200E1,-3.150444627E-1,-1.110825777E0,5.986303091E-2
2.056074528E1,-3.086305857E-1,-1.126402378E0,5.512896553E-2
2.056309851E1,-3.034383655E-1,-1.146865726E0,4.917320609E-2
2.056545174E1,-2.968717813E-1,-1.172063231E0,3.833066672E-2
2.056780502E1,-2.915268540E-1,-1.197413325E0,2.870982140E-2
2.057015825E1,-2.800734639E-1,-1.223679781E0,1.801999472E-2
2.057251153E1,-2.722851634E-1,-1.250098944E0,8.399149403E-3
2.057486476E1,-2.669402659E-1,-1.275449038E0,-3.665083554E-3
2.057721804E1,-2.615953386E-1,-1.300646544E0,-1.695101149E-2
2.057957127E1,-2.562504113E-1,-1.321109891E0,-3.023693897E-2
2.058192450E1,-2.483094037E-1,-1.345238328E0,-4.352286831E-2
2.058427778E1,-2.480039895E-1,-1.366770744E0,-5.436540768E-2
2.058663101E1,-2.451024652E-1,-1.387234092E0,-6.902574003E-2
2.058898429E1,-2.423536479E-1,-1.405406833E0,-8.108997345E-2
2.059133752E1,-2.382304370E-1,-1.424648523E0,-9.452861547E-2
2.059369080E1,-2.342599183E-1,-1.440225124E0,-1.090362370E-1
2.059604403E1,-2.313583940E-1,-1.455954432E0,-1.249182671E-1
2.059839731E1,-2.247917950E-1,-1.470462084E0,-1.418692768E-1
2.060075054E1,-2.170034945E-1,-1.488482118E0,-1.563768983E-1
2.060310382E1,-2.116585821E-1,-1.499324560E0,-1.733279079E-1
2.060545705E1,-2.075353563E-1,-1.510319829E0,-1.904316396E-1
2.060781028E1,-1.997470558E-1,-1.519940734E0,-2.098260373E-1
2.061016356E1,-1.957765520E-1,-1.522536755E0,-2.257080674E-1
2.061251679E1,-1.905843467E-1,-1.526201844E0,-2.403683960E-1
2.061487007E1,-1.876828223E-1,-1.527423620E0,-2.599155009E-1
2.061722330E1,-1.837123185E-1,-1.523911238E0,-2.770192325E-1
2.061957658E1,-1.811162084E-1,-1.515664816E0,-2.904578745E-1
2.062192981E1,-1.785201132E-1,-1.503753185E0,-3.051182032E-1
2.062428304E1,-1.771457046E-1,-1.491841674E0,-3.174878657E-1
2.062663632E1,-1.757712960E-1,-1.478708506E0,-3.297048211E-1
2.062898960E1,-1.756185889E-1,-1.463131905E0,-3.408527672E-1
2.063134283E1,-1.731752008E-1,-1.447555304E0,-3.469612300E-1
2.063369606E1,-1.768402755E-1,-1.432131410E0,-3.556658030E-1
2.063604934E1,-1.757712960E-1,-1.414111376E0,-3.605526090E-1
2.063840257E1,-1.769929975E-1,-1.395022392E0,-3.668137789E-1
2.064075585E1,-1.745496094E-1,-1.375933409E0,-3.741439581E-1
2.064310908E1,-1.733279079E-1,-1.359135151E0,-3.791834414E-1
2.064546236E1,-1.747023165E-1,-1.341115117E0,-3.816268146E-1
2.064781559E1,-1.747023165E-1,-1.322026134E0,-3.866663277E-1
2.065016888E1,-1.772984117E-1,-1.305227876E0,-3.903313875E-1
2.065252210E1,-1.798945218E-1,-1.285986185E0,-3.917058110E-1
2.065487533E1,-1.812689304E-1,-1.266897202E0,-3.930802047E-1
2.065722861E1,-1.838650256E-1,-1.247655511E0,-3.932329118E-1
2.065958184E1,-1.838650256E-1,-1.231009960E0,-3.981196880E-1
2.066193513E1,-1.840177327E-1,-1.212989926E0,-4.007157981E-1
2.066428835E1,-1.827960461E-1,-1.194969893E0,-4.031592011E-1
2.066664164E1,-1.791309565E-1,-1.175881028E0,-4.068242610E-1
2.066899486E1,-1.791309565E-1,-1.159082651E0,-4.130854607E-1
2.067134815E1,-1.742441803E-1,-1.142284393E0,-4.143071473E-1
2.067370138E1,-1.705790907E-1,-1.127929449E0,-4.179722369E-1
2.067605460E1,-1.681357026E-1,-1.115865231E0,-4.216373265E-1
2.067840789E1,-1.632489264E-1,-1.105175376E0,-4.240806997E-1
2.068076111E1,-1.594311297E-1,-1.099066973E0,-4.301891923E-1
2.068311440E1,-1.533226669E-1,-1.095554590E0,-4.337015450E-1
2.068546762E1,-1.456870735E-1,-1.095554590E0,-4.385883212E-1
2.068782091E1,-1.369825006E-1,-1.097997904E0,-4.433223903E-1
2.069017414E1,-1.269035190E-1,-1.100288630E0,-4.492781460E-1
2.069252742E1,-1.156028435E-1,-1.102732062E0,-4.564556181E-1
2.069488065E1,-1.043021679E-1,-1.106397152E0,-4.648547769E-1
2.069723388E1,-8.918370306E-2,-1.112352848E0,-4.743228853E-1
2.069958716E1,-7.406523079E-2,-1.119530320E0,-4.863871336E-1
2.070194038E1,-5.772506446E-2,-1.126707792E0,-4.982986450E-1
2.070429367E1,-4.016320780E-2,-1.133885264E0,-5.091412067E-1
2.070664690E1,-2.122694254E-2,-1.142437100E0,-5.259394646E-1
2.070900018E1,-3.512371797E-3,-1.150836229E0,-5.402944088E-1
2.071135341E1,1.664558798E-2,-1.160457134E0,-5.560237169E-1
2.071370669E1,3.436015919E-2,-1.170077920E0,-5.716003180E-1
2.071605992E1,5.314370990E-2,-1.178477049E0,-5.847335458E-1
2.071841315E1,6.963659078E-2,-1.190541267E0,-6.003101468E-1
2.072076643E1,8.475505561E-2,-1.198940516E0,-6.123743653E-1
2.072311966E1,1.012479365E-1,-1.208561301E0,-6.242858768E-1
2.072547294E1,1.139230132E-1,-1.218182087E0,-6.363501549E-1
2.072782617E1,1.278197914E-1,-1.227802992E0,-6.484143734E-1
2.073017945E1,1.417165697E-1,-1.238492846E0,-6.591041684E-1
2.073253268E1,1.530172378E-1,-1.240936160E0,-6.662816405E-1
2.073488596E1,1.618745178E-1,-1.248113632E0,-6.772769094E-1
2.073723919E1,1.731752008E-1,-1.254222155E0,-6.843016148E-1
2.073959242E1,1.846285909E-1,-1.258956194E0,-6.951441765E-1
2.074194570E1,1.947075576E-1,-1.257887244E0,-7.036960125E-1
2.074429893E1,2.021904439E-1,-1.255443811E0,-7.108734846E-1
2.074665221E1,2.134911120E-1,-1.251778722E0,-7.180509567E-1
2.074900544E1,2.221956849E-1,-1.244753957E0,-7.302678823E-1
2.075135872E1,2.309002578E-1,-1.230246425E0,-7.386670709E-1
2.075371195E1,2.385358512E-1,-1.217113137E0,-7.472189069E-1
2.075606523E1,2.446443290E-1,-1.202758312E0,-7.533273697E-1
2.075841846E1,2.495311052E-1,-1.188403368E0,-7.582141757E-1
2.076077174E1,2.544178963E-1,-1.167939901E0,-7.606575489E-1
2.076312497E1,2.568612695E-1,-1.152363300E0,-7.618792653E-1
2.076547820E1,2.629697323E-1,-1.135565042E0,-7.606575489E-1
2.076783148E1,2.664821148E-1,-1.117545009E0,-7.582141757E-1
2.077018471E1,2.699944973E-1,-1.101968408E0,-7.533273697E-1
2.077253799E1,2.710634768E-1,-1.085017443E0,-7.473716140E-1
2.077489122E1,2.782409191E-1,-1.066997409E0,-7.411104441E-1
2.077724450E1,2.803788781E-1,-1.047755718E0,-7.313368917E-1
2.077959773E1,2.837385535E-1,-1.027292371E0,-7.203416228E-1
2.078195101E1,2.895416021E-1,-1.005607247E0,-7.056813240E-1
2.078430424E1,2.941229641E-1,-9.827005267E-1,-6.934643388E-1
2.078665747E1,2.987042964E-1,-9.610154629E-1,-6.800256968E-1
2.078901075E1,3.083251417E-1,-9.381086826E-1,-6.641436815E-1
2.079136398E1,3.165715933E-1,-9.152019024E-1,-6.481089592E-1
2.079371726E1,3.246653080E-1,-8.898517489E-1,-6.310052276E-1
2.079607049E1,3.367295563E-1,-8.632798791E-1,-6.137487888E-1
2.079842377E1,3.460449576E-1,-8.367080092E-1,-5.966450572E-1
2.080077700E1,3.591781855E-1,-8.125795722E-1,-5.769452453E-1
2.080313028E1,3.710896969E-1,-7.847860456E-1,-5.572454333E-1
2.080548351E1,3.842229247E-1,-7.582141757E-1,-5.375455618E-1
2.080783679E1,3.949127495E-1,-7.316423059E-1,-5.155550838E-1
2.081019002E1,4.066715539E-1,-7.050704360E-1,-4.934118688E-1
2.081254325E1,4.198047817E-1,-6.784985662E-1,-4.724903405E-1
2.081489653E1,4.329380095E-1,-6.531484127E-1,-4.515688419E-1
2.081724976E1,4.436278343E-1,-6.300889254E-1,-4.330907166E-1
2.081960304E1,4.579827189E-1,-6.094728708E-1,-4.121691883E-1
2.082195627E1,4.724903405E-1,-5.853443742E-1,-3.936910629E-1
2.082430955E1,4.868452549E-1,-5.648810267E-1,-3.788780272E-1
2.082666278E1,5.001311898E-1,-5.479300022E-1,-3.628432751E-1
2.082901601E1,5.134171247E-1,-5.309789777E-1,-3.480302393E-1
2.083136929E1,5.292991400E-1,-5.175403357E-1,-3.332171738E-1
2.083372252E1,5.425850749E-1,-5.054761171E-1,-3.208475113E-1
2.083607580E1,5.534276366E-1,-4.957025647E-1,-3.060344756E-1
2.083842903E1,5.642701387E-1,-4.871506989E-1,-2.936648130E-1
2.084078231E1,5.752654076E-1,-4.798205197E-1,-2.812951505E-1
2.084313554E1,5.824428797E-1,-4.737120569E-1,-2.701472044E-1
2.084548882E1,5.896202922E-1,-4.676035643E-1,-2.589992285E-1
2.084784205E1,5.957288146E-1,-4.639385045E-1,-2.492256761E-1
2.085019533E1,5.992411375E-1,-4.555393457E-1,-2.392994165E-1
2.085254856E1,6.015318632E-1,-4.482091665E-1,-2.331909388E-1
2.085490184E1,6.050441861E-1,-4.445441067E-1,-2.234173864E-1
2.085725507E1,6.073349118E-1,-4.396573007E-1,-2.173089087E-1
2.085960830E1,6.109999418E-1,-4.288147688E-1,-2.136438340E-1
2.086196158E1,6.108472347E-1,-4.253024161E-1,-2.087570578E-1
2.086431481E1,6.145123243E-1,-4.216373265E-1,-2.037175596E-1
2.086666809E1,6.180247068E-1,-4.143071473E-1,-2.000524700E-1
2.086902132E1,6.192464232E-1,-4.107947946E-1,-1.951656938E-1
2.087137460E1,6.216897964E-1,-4.095730782E-1,-1.963873953E-1
2.087372783E1,6.229115129E-1,-4.095730782E-1,-1.976090819E-1
2.087608106E1,6.267293096E-1,-4.083513916E-1,-1.974563748E-1
2.087843434E1,6.303943992E-1,-4.094203711E-1,-1.962346882E-1
2.088078757E1,6.328377724E-1,-4.118637741E-1,-1.950129867E-1
2.088314085E1,6.354338527E-1,-4.143071473E-1,-1.985253543E-1
2.088549408E1,6.368082762E-1,-4.167505503E-1,-2.034121305E-1
2.088784736E1,6.418477297E-1,-4.202629030E-1,-2.058555335E-1
2.089020059E1,6.455128193E-1,-4.214846194E-1,-2.082989216E-1
2.089255388E1,6.481089592E-1,-4.239279926E-1,-2.130329758E-1
2.089490710E1,6.531484127E-1,-4.251496792E-1,-2.166980654E-1
2.089726039E1,6.594096422E-1,-4.251496792E-1,-2.214321345E-1
2.089961361E1,6.632274389E-1,-4.263713956E-1,-2.250972092E-1
2.090196684E1,6.658235192E-1,-4.275930822E-1,-2.299840003E-1
2.090432012E1,6.696413159E-1,-4.300364852E-1,-2.359397560E-1
2.090667335E1,6.710157394E-1,-4.323271513E-1,-2.396048307E-1
2.090902664E1,6.722373962E-1,-4.324798584E-1,-2.432699203E-1
2.091137986E1,6.748335361E-1,-4.372139275E-1,-2.481566966E-1
2.091373315E1,6.762079000E-1,-4.396573007E-1,-2.554868758E-1
2.091608638E1,6.751389503E-1,-4.433223903E-1,-2.615953386E-1
2.091843966E1,6.752916574E-1,-4.469874799E-1,-2.713688910E-1
2.092079288E1,6.754443645E-1,-4.494308829E-1,-2.799207568E-1
2.092314611E1,6.757497787E-1,-4.506525695E-1,-2.933593988E-1
2.092549940E1,6.746807694E-1,-4.508052766E-1,-3.069507480E-1
2.092785262E1,6.723901033E-1,-4.460712075E-1,-3.216110766E-1
2.093020591E1,6.688777208E-1,-4.439332485E-1,-3.388675153E-1
2.093255914E1,6.667397618E-1,-4.379774928E-1,-3.547495604E-1
2.093491242E1,6.632274389E-1,-4.297310412E-1,-3.720059693E-1
2.093726565E1,6.609367132E-1,-4.202629030E-1,-3.929274976E-1
2.093961893E1,6.549809575E-1,-4.120164812E-1,-4.114056230E-1
2.094197216E1,6.490252018E-1,-4.025483429E-1,-4.286620617E-1
2.094432544E1,6.418477297E-1,-3.955236077E-1,-4.434750974E-1
2.094667867E1,6.320741773E-1,-3.860554695E-1,-4.631749392E-1
2.094903190E1,6.236750484E-1,-3.814741075E-1,-4.793623984E-1
2.095138518E1,6.139014959E-1,-3.744493723E-1,-4.953971207E-1
2.095373841E1,6.055023670E-1,-3.709369898E-1,-5.126535892E-1
2.095609169E1,5.971031785E-1,-3.663556576E-1,-5.299099684E-1
2.095844492E1,5.874823332E-1,-3.663556576E-1,-5.447230339E-1
2.096079820E1,5.777087808E-1,-3.701734245E-1,-5.595360994E-1
2.096315143E1,5.731274486E-1,-3.762819171E-1,-5.755708218E-1
2.096550471E1,5.647283196E-1,-3.823903799E-1,-5.891621709E-1
