"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.198969971E1,-4.722235680E0,8.871988297E0,-5.521438122E-1
2.199205299E1,-4.703093052E0,8.886344910E0,-5.521438122E-1
2.199440622E1,-4.641477585E0,8.854042053E0,-5.222335458E-1
2.199675950E1,-4.579264164E0,8.649456024E0,-4.289134443E-1
2.199911273E1,-4.461417675E0,8.554939270E0,-3.164508045E-1
2.200146601E1,-4.307679176E0,8.624331474E0,-1.896311939E-1
2.200381924E1,-4.153341770E0,8.626724243E0,-5.802594870E-2
2.200617252E1,-3.975674868E0,8.644071579E0,8.793623000E-2
2.200852575E1,-3.835694790E0,8.674580574E0,2.099701911E-1
2.201087903E1,-3.687937975E0,8.810971260E0,3.744767308E-1
2.201323226E1,-3.559921980E0,9.056833267E0,5.090730190E-1
2.201558554E1,-3.441477060E0,9.307481766E0,6.382854581E-1
2.201793877E1,-3.375076294E0,9.647860527E0,7.375875711E-1
2.202029200E1,-3.303889751E0,9.950552940E0,8.177471161E-1
2.202264528E1,-3.002992392E0,1.006899738E1,8.883354068E-1
2.202499851E1,-2.668595552E0,1.014915752E1,9.840483069E-1
2.202735179E1,-2.385644197E0,1.014257717E1,1.088734269E0
2.202970502E1,-2.087737799E0,1.011745262E1,1.179661512E0
2.203205830E1,-1.809572101E0,1.004925728E1,1.308874011E0
2.203439846E1,-1.588235974E0,9.980463028E0,1.437488198E0
2.203676481E1,-1.328614831E0,9.945169449E0,1.523629785E0
2.203911804E1,-1.074377418E0,9.934401512E0,1.670788407E0
2.204145820E1,-8.458628058E-1,1.006660461E1,1.798206210E0
2.204382455E1,-6.071787477E-1,1.023170948E1,1.905883193E0
2.204617783E1,-3.984049559E-1,1.046381378E1,2.007578135E0
2.204851794E1,-2.117647976E-1,1.068574810E1,2.066202402E0
2.205088429E1,8.374879137E-3,1.089452171E1,2.140379906E0
2.205323757E1,2.141576260E-1,1.110209846E1,2.155933142E0
2.205557773E1,4.103690982E-1,1.129053402E1,2.205584288E0
2.205794408E1,5.694918036E-1,1.148375416E1,2.215753794E0
2.206029731E1,6.813562512E-1,1.161356449E1,2.250449657E0
2.206263747E1,7.836494446E-1,1.172483063E1,2.279761791E0
2.206500382E1,8.404789567E-1,1.176850033E1,2.285145521E0
2.206735710E1,8.446664214E-1,1.175892830E1,2.313859463E0
2.206971033E1,8.111668825E-1,1.172064304E1,2.347358942E0
2.207206361E1,7.220342159E-1,1.168175983E1,2.341377020E0
2.207441684E1,5.982056856E-1,1.169492054E1,2.339582443E0
2.207677013E1,4.277170599E-1,1.174098206E1,2.336591244E0
2.207912335E1,2.093719840E-1,1.177208900E1,2.323430777E0
2.208147658E1,-1.316052489E-2,1.183669567E1,2.267199516E0
2.208382986E1,-2.691925466E-1,1.191027451E1,2.210369825E0
2.208618309E1,-5.635097623E-1,1.199821091E1,2.185843468E0
2.208853638E1,-8.285148144E-1,1.204367447E1,2.100300074E0
2.209088960E1,-1.103091240E0,1.209332561E1,2.062613010E0
2.209324289E1,-1.372283816E0,1.209033489E1,1.977069736E0
2.209559611E1,-1.631905079E0,1.207298660E1,1.916052699E0
2.209793627E1,-1.909472466E0,1.199761295E1,1.855035782E0
2.210030262E1,-2.158325911E0,1.187976646E1,1.780260086E0
2.210265591E1,-2.370090723E0,1.176311588E1,1.725225091E0
2.210499601E1,-2.552543640E0,1.157946682E1,1.690529227E0
2.210736242E1,-2.720639229E0,1.136231804E1,1.665404558E0
2.210971565E1,-2.827718258E0,1.115593719E1,1.684547186E0
2.211205580E1,-2.953939438E0,1.098305607E1,1.698305845E0
2.211442216E1,-3.023929596E0,1.080957603E1,1.727617979E0
2.211677544E1,-3.069991350E0,1.067557812E1,1.756331801E0
2.211912867E1,-3.116651535E0,1.058465099E1,1.770688772E0
2.212148190E1,-3.149552822E0,1.049372387E1,1.790429592E0
2.212383518E1,-3.159124136E0,1.043150997E1,1.833500385E0
2.212618841E1,-3.159124136E0,1.038903809E1,1.872383714E0
2.212854169E1,-3.154338360E0,1.033160973E1,1.916052699E0
2.213089492E1,-3.139981508E0,1.028913784E1,1.945364833E0
2.213324820E1,-3.107080221E0,1.025623608E1,1.989033818E0
2.213560143E1,-3.074777126E0,1.023769188E1,2.051845312E0
2.213795471E1,-3.037090063E0,1.020479012E1,2.072184324E0
2.214030794E1,-3.013760090E0,1.017188931E1,2.130210400E0
2.214266122E1,-2.980858803E0,1.009113121E1,2.198405743E0
2.214501445E1,-2.852842808E0,9.958928108E0,2.268395901E0
2.214736773E1,-2.733799934E0,9.831509590E0,2.299502611E0
2.214972096E1,-2.642274380E0,9.650253296E0,2.340778828E0
2.215207419E1,-2.509472847E0,9.513264656E0,2.410768747E0
2.215442747E1,-2.391027927E0,9.376873970E0,2.499901533E0
2.215678075E1,-2.238485575E0,9.249456406E0,2.569891453E0
2.215913398E1,-2.086541414E0,9.160323143E0,2.606382132E0
2.216148721E1,-1.925025821E0,9.075976372E0,2.648256540E0
2.216384049E1,-1.768894196E0,9.044271469E0,2.665604353E0
2.216619372E1,-1.607976794E0,9.017352104E0,2.687139750E0
2.216854700E1,-1.414158225E0,9.052646637E0,2.699103832E0
2.217090023E1,-1.286740422E0,9.120841980E0,2.700300455E0
2.217325351E1,-1.130608678E0,9.174679756E0,2.697907448E0
2.217560674E1,-9.882357717E-1,9.223732948E0,2.684746981E0
2.217796002E1,-8.554341197E-1,9.301499367E0,2.628515720E0
2.218031325E1,-7.178468108E-1,9.331410408E0,2.591426849E0
2.218266653E1,-6.089733839E-1,9.313464165E0,2.612962246E0
2.218501976E1,-5.335994363E-1,9.280562401E0,2.662613392E0
2.218737304E1,-4.677968323E-1,9.214759827E0,2.721237659E0
2.218972627E1,-4.103690982E-1,9.167501450E0,2.736790895E0
2.219207950E1,-3.816552162E-1,9.110671997E0,2.752344131E0
2.219443278E1,-3.768695593E-1,9.096315384E0,2.742773056E0
2.219678601E1,-3.918247223E-1,9.101100922E0,2.776272535E0
2.219913929E1,-4.444667995E-1,9.172286987E0,2.769692183E0
2.220149252E1,-5.593222976E-1,9.271589279E0,2.776870728E0
2.220384580E1,-6.789634228E-1,9.418747902E0,2.779263496E0
2.220619903E1,-8.368897438E-1,9.560523033E0,2.775674343E0
2.220855231E1,-1.004387259E0,9.750154495E0,2.748156786E0
2.221090554E1,-1.201196909E0,9.939785004E0,2.729612350E0
2.221325882E1,-1.410568953E0,1.015214825E1,2.681756020E0
2.221561205E1,-1.682154298E0,1.035015392E1,2.618944407E0
2.221796533E1,-1.863410592E0,1.049192905E1,2.595016241E0
2.222031856E1,-2.077568293E0,1.066181946E1,2.576471806E0
2.222267184E1,-2.295913219E0,1.074975586E1,2.471785784E0
2.222502507E1,-2.532204628E0,1.082333469E1,2.391626120E0
2.222737835E1,-2.737987280E0,1.078684425E1,2.254637241E0
2.222973158E1,-2.912065268E0,1.075633621E1,2.179861546E0
2.223207174E1,-3.131606579E0,1.069113159E1,2.057827473E0
2.223443809E1,-3.287140131E0,1.066540909E1,1.988435626E0
2.223679132E1,-3.461816072E0,1.061575794E1,1.957328916E0
2.223913148E1,-3.650849104E0,1.061396313E1,1.911267042E0
2.224149783E1,-3.825525284E0,1.056909752E1,1.914258122E0
2.224385111E1,-3.939184189E0,1.051525879E1,1.936989903E0
2.224620434E1,-4.056432724E0,1.041416264E1,1.916650891E0
2.224855762E1,-4.109074593E0,1.028973579E1,2.041675806E0
2.225091085E1,-4.127020836E0,1.015633583E1,2.080559254E0
2.225326414E1,-4.155136585E0,9.998409271E0,2.148156643E0
2.225561736E1,-4.135395527E0,9.884152412E0,2.192423820E0
2.225797065E1,-4.121038914E0,9.750154495E0,2.246860504E0
2.226032388E1,-4.125824451E0,9.645467758E0,2.314457655E0
2.226267716E1,-4.112065792E0,9.593423843E0,2.382055044E0
2.226503039E1,-4.135395527E0,9.512067795E0,2.401795626E0
2.226738361E1,-4.078566074E0,9.441479683E0,2.474776745E0
2.226973690E1,-4.060021877E0,9.375079155E0,2.518445730E0
2.227209013E1,-4.003790379E0,9.385248184E0,2.567498684E0
2.227444341E1,-3.984049797E0,9.385248184E0,2.533999205E0
2.227679664E1,-3.954737663E0,9.366106033E0,2.481955290E0
2.227914992E1,-3.877569199E0,9.299705505E0,2.440679073E0
2.228150315E1,-3.805186272E0,9.276374817E0,2.379063845E0
2.228385643E1,-3.713062525E0,9.190832138E0,2.304288149E0
2.228620966E1,-3.579064369E0,9.119645119E0,2.244467735E0
2.228856294E1,-3.473780155E0,9.082556725E0,2.227119684E0
2.229091617E1,-3.392424345E0,9.073583603E0,2.199602127E0
2.229326945E1,-3.293720484E0,9.079565048E0,2.254039049E0
2.229562268E1,-3.184846878E0,9.071190834E0,2.260619164E0
2.229797596E1,-3.090330362E0,9.081958771E0,2.266601324E0
2.230032919E1,-2.957528830E0,9.087940216E0,2.273181438E0
2.230268242E1,-2.815753937E0,9.108279228E0,2.274976015E0
2.230503570E1,-2.711666346E0,9.133403778E0,2.266601324E0
2.230738898E1,-2.559721947E0,9.158528328E0,2.245065928E0
2.230974221E1,-2.417947292E0,9.202795982E0,2.242074728E0
2.231209544E1,-2.261815548E0,9.214161873E0,2.263011932E0
2.231444872E1,-2.124228239E0,9.253643036E0,2.250449657E0
2.231680195E1,-1.962712765E0,9.259625435E0,2.209771633E0
2.231915523E1,-1.853241086E0,9.279366493E0,2.172683001E0
2.232150846E1,-1.705484390E0,9.270991325E0,2.117648125E0
2.232386174E1,-1.585843205E0,9.238089561E0,2.066800594E0
2.232621497E1,-1.509272933E0,9.272188187E0,2.005185366E0
2.232856825E1,-1.438086390E0,9.282357216E0,1.967498422E0
2.233092148E1,-1.399203062E0,9.282357216E0,1.925025821E0
2.233327476E1,-1.356730461E0,9.306285858E0,1.896910191E0
2.233562799E1,-1.365703583E0,9.339784622E0,1.872383714E0
2.233798127E1,-1.369890928E0,9.329615593E0,1.824527264E0
2.234033450E1,-1.397408366E0,9.367302895E0,1.752144337E0
2.234268778E1,-1.454836130E0,9.495318413E0,1.697707653E0
2.234504101E1,-1.493719578E0,9.675976753E0,1.628315806E0
2.234739424E1,-1.552343726E0,9.910472870E0,1.592423439E0
2.234974752E1,-1.625923038E0,1.010548782E1,1.623530149E0
2.235210080E1,-1.657029629E0,1.028734303E1,1.669592023E0
2.235445403E1,-1.726421595E0,1.049731255E1,1.729412556E0
2.235680726E1,-1.762912035E0,1.065045357E1,1.857428551E0
2.235916054E1,-1.800000787E0,1.079462147E1,1.994417667E0
2.236151377E1,-1.831705689E0,1.091486073E1,2.142174482E0
2.236386705E1,-1.891526341E0,1.104407310E1,2.240878344E0
2.236622028E1,-1.893320918E0,1.112124157E1,2.297708035E0
2.236857356E1,-1.894517303E0,1.121216869E1,2.330609322E0
2.237092679E1,-1.919043779E0,1.130728340E1,2.315055847E0
2.237328007E1,-1.933400750E0,1.141196918E1,2.242672920E0
2.237563330E1,-1.923231244E0,1.146401310E1,2.151147604E0
2.237798658E1,-1.931606054E0,1.152084255E1,2.045265198E0
2.238033981E1,-1.925624013E0,1.159143066E1,1.929213285E0
2.238269309E1,-1.957328916E0,1.163809109E1,1.804188251E0
2.238504632E1,-1.994417667E0,1.166620636E1,1.755135417E0
2.238739960E1,-2.037488461E0,1.171825027E1,1.721037745E0
2.238975283E1,-2.118246317E0,1.175593758E1,1.728814363E0
2.239210611E1,-2.190030813E0,1.179362488E1,1.746760488E0
2.239445934E1,-2.247458696E0,1.177388382E1,1.798804402E0
2.239681257E1,-2.328814745E0,1.174457169E1,1.822134495E0
2.239916585E1,-2.375474691E0,1.167757225E1,1.840678811E0
2.240151908E1,-2.423331022E0,1.164826107E1,1.864607096E0
2.240387236E1,-2.436491728E0,1.155733299E1,1.850250125E0
2.240622559E1,-2.430509567E0,1.148554897E1,1.817348838E0
2.240857888E1,-2.391027927E0,1.139043427E1,1.785045743E0
2.241093210E1,-2.356332064E0,1.133779144E1,1.738385677E0
2.241328539E1,-2.346162558E0,1.125643635E1,1.748555183E0
2.241563861E1,-2.318645239E0,1.121934700E1,1.811366796E0
2.241799190E1,-2.242074728E0,1.110090256E1,1.875972986E0
2.242034512E1,-2.185245275E0,1.099681473E1,1.973480463E0
2.242269841E1,-2.100300074E0,1.087777138E1,2.061416626E0
2.242505164E1,-2.020140409E0,1.071206856E1,2.179263115E0
2.242740492E1,-2.015953064E0,1.068395329E1,2.236690998E0
2.242975815E1,-1.957927108E0,1.055533886E1,2.262413740E0
2.243211143E1,-1.933998942E0,1.048893833E1,2.287538528E0
2.243446466E1,-1.919641972E0,1.044167995E1,2.321636200E0
2.243681794E1,-1.919641972E0,1.040339470E1,2.345564365E0
2.243917117E1,-1.910668850E0,1.036570740E1,2.370090723E0
2.244152440E1,-1.887338877E0,1.030887794E1,2.443071842E0
2.244387768E1,-1.883151412E0,1.026640511E1,2.505285263E0
2.244623091E1,-1.912463546E0,1.024726295E1,2.577069998E0
2.244858419E1,-1.941775560E0,1.024247742E1,2.639881611E0
2.245093747E1,-1.971087694E0,1.020479012E1,2.716451883E0
2.245329070E1,-2.042872429E0,1.019462109E1,2.772683144E0
2.245564393E1,-2.114656925E0,1.021795082E1,2.800200701E0
2.245799721E1,-2.176870346E0,1.024606609E1,2.804388046E0
2.246035044E1,-2.246860504E0,1.019282627E1,2.793620348E0
2.246270372E1,-2.274976015E0,1.015872860E1,2.764906645E0
2.246505695E1,-2.335394859E0,1.008634567E1,2.716451883E0
2.246741023E1,-2.372483730E0,1.005224800E1,2.702095032E0
2.246976346E1,-2.385046005E0,9.966106415E0,2.649452925E0
2.247211674E1,-2.441277266E0,9.893723488E0,2.663809776E0
2.247446997E1,-2.464607239E0,9.802796364E0,2.678765059E0
2.247682325E1,-2.464009047E0,9.716654778E0,2.698505640E0
2.247917648E1,-2.454437733E0,9.640084267E0,2.746960402E0
2.248152976E1,-2.463410854E0,9.583254814E0,2.771486759E0
2.248388299E1,-2.501696110E0,9.577870369E0,2.775674343E0
2.248623627E1,-2.502892494E0,9.583254814E0,2.847458839E0
2.248858950E1,-2.502892494E0,9.559326172E0,2.861815929E0
2.249094278E1,-2.498705149E0,9.502496719E0,2.934198856E0
2.249329601E1,-2.532204628E0,9.464211464E0,2.977269650E0
2.249564924E1,-2.532204628E0,9.421140671E0,3.001796007E0
2.249800252E1,-2.536990166E0,9.369096756E0,3.064009428E0
2.250035580E1,-2.542374134E0,9.326025963E0,3.102892876E0
2.250270903E1,-2.566302299E0,9.264410973E0,3.165106058E0
2.250506226E1,-2.551347256E0,9.159725189E0,3.209373474E0
2.250741554E1,-2.555534601E0,9.059226990E0,3.233899832E0
2.250976877E1,-2.526820660E0,8.978468895E0,3.259024382E0
2.251212205E1,-2.511865616E0,8.859425545E0,3.288934708E0
2.251447528E1,-2.506481647E0,8.754739761E0,3.327818155E0
2.251682856E1,-2.472982168E0,8.659625053E0,3.343371391E0
2.251918179E1,-2.468196630E0,8.572885513E0,3.406781197E0
2.252153507E1,-2.458625317E0,8.506484032E0,3.460021496E0
2.252388830E1,-2.444866419E0,8.464012146E0,3.498904943E0
2.252624158E1,-2.426322222E0,8.411968231E0,3.561716557E0
2.252859481E1,-2.412563324E0,8.359924316E0,3.629313707E0
2.253094809E1,-2.374278307E0,8.303094864E0,3.644867182E0
2.253330132E1,-2.364108801E0,8.226524353E0,3.640679598E0
2.253565460E1,-2.315055847E0,8.145766258E0,3.613162279E0
2.253800783E1,-2.255833626E0,8.026723862E0,3.562314749E0
2.254036111E1,-2.201995134E0,7.911868095E0,3.521038532E0
2.254271434E1,-2.138585329E0,7.859824181E0,3.440280676E0
2.254506762E1,-2.070987940E0,7.811967850E0,3.408575773E0
2.254742085E1,-2.005185366E0,7.817949772E0,3.433102369E0
2.254977414E1,-1.938784599E0,7.861618996E0,3.414557934E0
2.255212736E1,-1.907079697E0,7.962117195E0,3.419343472E0
2.255448059E1,-1.869392633E0,8.081758499E0,3.375674486E0
2.255683388E1,-1.823330879E0,8.220541954E0,3.336791277E0
2.255918710E1,-1.758126378E0,8.359326363E0,3.322434187E0
2.256154038E1,-1.673779488E0,8.522636414E0,3.274577856E0
2.256389361E1,-1.590030670E0,8.720044136E0,3.245863914E0
2.256624690E1,-1.515254974E0,8.906683922E0,3.216551781E0
2.256860012E1,-1.426720500E0,9.093922615E0,3.168695450E0
2.257095341E1,-1.345962763E0,9.308678627E0,3.024527788E0
2.257330664E1,-1.294517040E0,9.533005714E0,2.927618504E0
2.257565992E1,-1.270588875E0,9.747162819E0,2.758326292E0
2.257801315E1,-1.245464206E0,9.947562218E0,2.555534601E0
2.258036643E1,-1.235294700E0,1.011864853E1,2.401197433E0
2.258271966E1,-1.286142230E0,1.021316528E1,2.260619164E0
2.258507294E1,-1.337587833E0,1.024128056E1,2.206780672E0
2.258742617E1,-1.504487276E0,1.021615601E1,2.280958176E0
2.258977945E1,-1.718046665E0,1.018564796E1,2.321636200E0
2.259213268E1,-1.960918188E0,1.003609657E1,2.496312141E0
2.259448596E1,-2.196012974E0,9.863214493E0,2.763710260E0
2.259683919E1,-2.416152716E0,9.713663101E0,2.977269650E0
2.259919242E1,-2.576471806E0,9.592825890E0,3.008974552E0
2.260154570E1,-2.702693224E0,9.457631111E0,2.974876642E0
2.260389898E1,-2.756531715E0,9.308678627E0,2.879163742E0
2.260625221E1,-2.815155745E0,9.154341698E0,2.793022156E0
2.260860549E1,-2.829512835E0,8.957531929E0,2.641077995E0
2.261095872E1,-2.848655462E0,8.741579056E0,2.497508526E0
2.261331195E1,-2.844467878E0,8.520243645E0,2.360519648E0
2.261566523E1,-2.783450842E0,8.248059273E0,2.281556368E0
2.261801846E1,-2.676970243E0,7.986045361E0,2.328216314E0
2.262037174E1,-2.552543640E0,7.753942013E0,2.403590441E0
2.262272497E1,-2.386242390E0,7.550551891E0,2.513062000E0
2.262507825E1,-2.215753794E0,7.365706444E0,2.642274380E0
2.262741841E1,-2.063809633E0,7.186244488E0,2.770290375E0
2.262978476E1,-1.893320918E0,6.978667259E0,2.889333248E0
2.263213799E1,-1.779063582E0,6.745965004E0,3.002992392E0
2.263447815E1,-1.674377680E0,6.499504566E0,3.131008387E0
2.263684450E1,-1.597209096E0,6.203990936E0,3.254238844E0
2.263919778E1,-1.477568030E0,5.938387394E0,3.358326674E0
2.264153788E1,-1.361516118E0,5.719444275E0,3.357130051E0
2.264390429E1,-1.235294700E0,5.519643784E0,3.302693367E0
2.264625752E1,-1.156331539E0,5.342574596E0,3.195016384E0
2.264859768E1,-1.090528965E0,5.236692429E0,3.052643538E0
2.265096403E1,-1.025922656E0,5.121836662E0,2.939582586E0
2.265331731E1,-1.019342422E0,5.016552448E0,2.882753134E0
2.265567054E1,-1.046859860E0,4.949553490E0,2.887538671E0
2.265802382E1,-1.089332461E0,4.920241356E0,2.887538671E0
2.266037705E1,-1.131206870E0,4.924428940E0,2.833700180E0
2.266273028E1,-1.192223907E0,4.966303349E0,2.717648268E0
2.266508356E1,-1.228116274E0,5.017749310E0,2.577069998E0
2.266743679E1,-1.264606714E0,5.116453171E0,2.422732830E0
2.266979007E1,-1.282552958E0,5.244469166E0,2.272583246E0
2.267214330E1,-1.267597795E0,5.368896008E0,2.142772675E0
2.267449658E1,-1.262812138E0,5.473581791E0,2.050648928E0
2.267684981E1,-1.262213945E0,5.583053589E0,1.968096614E0
2.267920309E1,-1.215553880E0,5.673980713E0,1.925025821E0
2.268155632E1,-1.192822099E0,5.784050465E0,1.925025821E0
2.268390960E1,-1.171286702E0,5.927619934E0,1.972284079E0
2.268626283E1,-1.131805062E0,6.096313953E0,2.086541414E0
2.268861611E1,-1.089930773E0,6.344569206E0,1.999203324E0
2.269096934E1,-1.033699393E0,6.546164513E0,1.907079697E0
2.269332262E1,-1.036092162E0,6.765706062E0,1.914856315E0
2.269567585E1,-1.040279627E0,6.986443996E0,2.009372711E0
2.269802914E1,-1.043270707E0,7.158727169E0,2.118246317E0
2.270038236E1,-1.039681435E0,7.384849072E0,2.313261271E0
2.270273565E1,-1.057627559E0,7.576872826E0,2.441277266E0
2.270508888E1,-1.094716311E0,7.825726509E0,2.529811859E0
2.270744216E1,-1.135394335E0,8.012366295E0,2.580659151E0
2.270979539E1,-1.219143152E0,8.216953278E0,2.606980324E0
2.271213554E1,-1.325623751E0,8.411968231E0,2.608774900E0
2.271450190E1,-1.449452281E0,8.553742409E0,2.557927370E0
2.271685513E1,-1.552941918E0,8.667402267E0,2.445464849E0
2.271920841E1,-1.704287887E0,8.775078773E0,2.355733871E0
2.272156169E1,-1.835893154E0,8.840283394E0,2.233700037E0
2.272391492E1,-2.004587173E0,8.904889107E0,2.087139606E0
2.272626820E1,-2.178066730E0,8.964112282E0,1.944766641E0
2.272862143E1,-2.386242390E0,9.033503532E0,1.835893154E0
2.273097471E1,-2.592623234E0,9.184251785E0,1.884347796E0
2.273332794E1,-2.831905603E0,9.349954605E0,1.947159410E0
2.273568122E1,-3.057429075E0,9.534201622E0,1.995015860E0
2.273803445E1,-3.296711445E0,9.809376717E0,1.951346874E0
2.274037460E1,-3.531208038E0,1.000319481E1,1.936989903E0
2.274274096E1,-3.769293785E0,1.013479996E1,1.951346874E0
2.274509419E1,-3.989433527E0,1.023350430E1,1.995614052E0
2.274743434E1,-4.166502476E0,1.028016472E1,2.103291035E0
2.274980070E1,-4.345963955E0,1.032263660E1,2.325225353E0
2.275215398E1,-4.539782524E0,1.032263660E1,2.572284460E0
2.275449414E1,-4.667798996E0,1.033220863E1,2.848655462E0
2.275686049E1,-4.799404144E0,1.028495026E1,3.130410194E0
2.275921372E1,-4.912465096E0,1.028076267E1,3.378067255E0
2.276156700E1,-5.034498692E0,1.027119160E1,3.601796389E0
2.276392023E1,-5.118845940E0,1.022931671E1,3.869792461E0
2.276627351E1,-5.164907455E0,1.017787075E1,4.104289055E0
2.276861367E1,-5.247459888E0,1.009232807E1,4.295714855E0
2.277098002E1,-5.319842815E0,1.001097202E1,4.424329281E0
2.277333325E1,-5.434698582E0,9.900901794E0,4.582255363E0
2.277568653E1,-5.539982796E0,9.766903877E0,4.725226402E0
2.277803976E1,-5.684748173E0,9.670592308E0,4.920839787E0
2.278039304E1,-5.838487148E0,9.517452240E0,5.149952412E0
2.278273315E1,-6.015556335E0,9.378668785E0,5.359324455E0
2.278509955E1,-6.184250355E0,9.282955170E0,5.611767292E0
2.278745278E1,-6.334399700E0,9.187242508E0,5.864808083E0
2.278979294E1,-6.483951092E0,9.125029564E0,6.074180126E0
2.279215929E1,-6.651448727E0,9.133403778E0,6.167500496E0
2.279451257E1,-6.832107067E0,9.160323143E0,6.160321712E0
2.279686580E1,-7.021139622E0,9.177671432E0,6.123831272E0
2.279921908E1,-7.196413994E0,9.232706070E0,6.058627129E0
2.280157231E1,-7.399804115E0,9.249456406E0,6.021538258E0
2.280392554E1,-7.574480057E0,9.252447128E0,5.995217323E0
2.280627882E1,-7.721638680E0,9.270393372E0,5.992824078E0
2.280863205E1,-7.864011765E0,9.259625435E0,6.010172367E0
2.281098533E1,-7.996813297E0,9.220144272E0,6.008377552E0
2.281333856E1,-8.140382767E0,9.233304024E0,6.107081413E0
2.281569184E1,-8.303692818E0,9.299106598E0,6.175875187E0
2.281804507E1,-8.434700012E0,9.451649666E0,6.293123722E0
2.282039835E1,-8.556734085E0,9.623334885E0,6.404987812E0
2.282275158E1,-8.669795036E0,9.790832520E0,6.531807423E0
2.282510486E1,-8.750552177E0,1.000139999E1,6.701697826E0
2.282745809E1,-8.826524734E0,1.020718288E1,6.885945320E0
2.282981138E1,-8.855237961E0,1.043270683E1,7.070790768E0
2.283216460E1,-8.870193481E0,1.063968563E1,7.275975227E0
2.283451788E1,-8.822337151E0,1.081735325E1,7.419544697E0
2.283687111E1,-8.769096375E0,1.097707367E1,7.548159122E0
2.283922440E1,-8.723632812E0,1.101655579E1,7.639684677E0
2.284157763E1,-8.705686569E0,1.101236820E1,7.712067604E0
2.284393091E1,-8.696713448E0,1.104108143E1,7.740781307E0
2.284628414E1,-8.711071014E0,1.099382401E1,7.774280548E0
2.284863742E1,-8.697312355E0,1.104586792E1,7.750352383E0
2.285099065E1,-8.686544418E0,1.105065346E1,7.692924976E0
2.285334393E1,-8.703892708E0,1.105484104E1,7.587042332E0
2.285569716E1,-8.702695847E0,1.104467106E1,7.505686283E0
2.285805044E1,-8.686544418E0,1.097767162E1,7.444071293E0
2.286040367E1,-8.666803360E0,1.089153004E1,7.425527096E0
2.286275695E1,-8.697312355E0,1.083709335E1,7.315456867E0
2.286511018E1,-8.676374435E0,1.074616623E1,7.215556622E0
2.286746341E1,-8.641080856E0,1.068395329E1,7.140182972E0
2.286981669E1,-8.653044701E0,1.056371403E1,7.073183537E0
2.287216997E1,-8.641080856E0,1.046321487E1,6.968497753E0
2.287452320E1,-8.628518105E0,1.037647533E1,6.830312252E0
2.287687648E1,-8.600402832E0,1.019402313E1,6.697510719E0
2.287922971E1,-8.601000786E0,1.003549862E1,6.516254425E0
2.288158294E1,-8.556734085E0,9.838089943E0,6.269195557E0
2.288393622E1,-8.559724808E0,9.582656860E0,6.007181168E0
2.288628945E1,-8.524430275E0,9.332606316E0,5.754738331E0
2.288864273E1,-8.514859200E0,9.116654396E0,5.565107346E0
2.289099596E1,-8.485547066E0,8.862417221E0,5.380261898E0
2.289334924E1,-8.408378601E0,8.584251404E0,5.176871777E0
2.289568940E1,-8.330612183E0,8.230113029E0,5.003392220E0
2.289805575E1,-8.221140862E0,7.872386456E0,4.902295589E0
2.290040898E1,-8.093722343E0,7.562515736E0,4.828716278E0
2.290274914E1,-7.996813297E0,7.357331276E0,4.850849628E0
2.290511549E1,-7.914859295E0,7.191030025E0,4.858626366E0
2.290746877E1,-7.837092400E0,7.043273449E0,4.870590687E0
2.290980888E1,-7.755138397E0,6.900900364E0,4.872983456E0
2.291217528E1,-7.654041290E0,6.725028038E0,4.894518852E0
2.291452851E1,-7.524230957E0,6.554539204E0,4.873581409E0
2.291686867E1,-7.408777237E0,6.373282909E0,4.876572609E0
2.291923502E1,-7.308278561E0,6.245266914E0,4.888536453E0
2.292158825E1,-7.208378315E0,6.113063812E0,4.953741074E0
2.292392841E1,-7.113263607E0,5.970690727E0,5.037489891E0
2.292629481E1,-7.014559746E0,5.881557941E0,5.140381336E0
2.292864804E1,-6.902096748E0,5.759523869E0,5.291129112E0
2.293100132E1,-6.818347931E0,5.699105263E0,5.437091351E0
2.293335455E1,-6.738786697E0,5.605186939E0,5.601597786E0
2.293570778E1,-6.621538639E0,5.539982796E0,5.723631859E0
2.293806106E1,-6.527021885E0,5.441278458E0,5.807380676E0
2.294041434E1,-6.431907177E0,5.351547718E0,5.833701611E0
2.294276757E1,-6.354140759E0,5.255835056E0,5.777470112E0
2.294512080E1,-6.276373863E0,5.145765305E0,5.712265968E0
2.294747408E1,-6.254240036E0,5.078765869E0,5.578866005E0
2.294982731E1,-6.266204357E0,4.982454777E0,5.488536835E0
2.295218059E1,-6.277570248E0,4.886143684E0,5.388038158E0
2.295453382E1,-6.299703598E0,4.804189682E0,5.312066078E0
2.295688710E1,-6.382854462E0,4.731208801E0,5.253442287E0
2.295924033E1,-6.462415695E0,4.653441906E0,5.214558601E0
2.296159361E1,-6.589833736E0,4.609174728E0,5.203791142E0
2.296394684E1,-6.735795975E0,4.607978344E0,5.182255745E0
2.296630012E1,-6.888338089E0,4.630111694E0,5.175076962E0
2.296865335E1,-7.055237770E0,4.686343193E0,5.205585480E0
2.297100664E1,-7.279564857E0,4.784449100E0,5.230710506E0
2.297335986E1,-7.469794273E0,4.878366947E0,5.227120876E0
2.297571315E1,-7.688737392E0,4.990829945E0,5.213362217E0
2.297806638E1,-7.903493404E0,5.160720348E0,5.156532764E0
