"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.659165698E0,-1.286338568E0,-2.282142639E-2,-2.943589687E-1
5.677991583E0,-1.807351589E0,3.652524948E-1,-6.658790112E-1
5.696817521E0,-2.429440975E0,6.900014877E-1,-9.822702408E-1
5.715643458E0,-2.879027367E0,6.170806885E-1,-1.192178011E0
5.734469343E0,-2.846821070E0,4.858207703E-1,-1.308918476E0
5.753295281E0,-2.288249254E0,2.816610336E-1,-1.135854125E0
5.772121218E0,-1.676981091E0,2.147216797E-1,-7.460955381E-1
5.790947104E0,-1.243288875E0,1.373529434E-1,-2.915341854E-1
5.809773041E0,-1.200033307E0,1.175365448E-1,3.830027580E-2
5.828598979E0,-1.369191289E0,1.124095917E-2,-2.626299858E-2
5.847424864E0,-1.368116617E0,-8.154010773E-2,-2.280287743E-1
5.866250802E0,-9.630336761E-1,-9.169006348E-2,-2.721273899E-1
5.885076739E0,-3.240209222E-1,2.512931824E-3,4.414892197E-2
5.903902625E0,-1.583099365E-3,1.899433136E-2,2.870113850E-1
5.922728562E0,-2.479533106E-1,-4.784965515E-2,1.406807899E-1
5.941554500E0,-4.819771647E-1,6.044101715E-2,1.033389568E-1
5.960380385E0,-6.957651973E-1,2.072811127E-1,1.235790253E-1
5.979206323E0,-8.708686829E-1,3.508672714E-1,1.304686069E-1
5.998032260E0,-9.568697214E-1,4.309024811E-1,5.015873909E-2
6.016858146E0,-9.636501670E-1,4.746255875E-1,4.023694992E-2
6.035684083E0,-8.631166220E-1,4.733695984E-1,4.627656937E-2
6.054510021E0,-7.891130447E-1,4.684467316E-1,-2.244186401E-2
6.073335906E0,-9.107770324E-1,6.337776184E-1,7.474541664E-2
6.092161843E0,-1.035739422E0,8.942985535E-1,6.640553474E-2
6.110987781E0,-1.359079957E0,1.462777138E0,9.910678864E-2
6.129813666E0,-1.636406660E0,1.730099678E0,2.300977707E-3
6.148639604E0,-1.676024675E0,1.551813126E0,1.291949749E-1
6.167465541E0,-1.519565105E0,9.017105103E-1,-2.475214005E-2
6.186291479E0,-1.305559397E0,-1.257095337E-1,2.184896469E-1
6.205117364E0,-1.140608072E0,-1.169606209E0,1.427513361E-1
6.223943302E0,-1.193750381E0,-1.530909538E0,8.929014206E-3
6.242769239E0,-1.223049402E0,-1.382888794E0,-4.475843906E-1
6.261595125E0,-1.204289675E0,-7.269716263E-1,-8.463793993E-1
6.280421062E0,-7.961946726E-1,1.253137589E-1,-1.187980294E0
6.299247000E0,-3.004406095E-1,8.970499039E-1,-1.565356255E0
6.318072937E0,-8.276057243E-2,1.108583450E0,-1.815860987E0
6.336898823E0,2.361335158E-1,6.360969543E-1,-2.014040947E0
6.355724760E0,5.829532743E-1,-1.649570465E-1,-2.030916452E0
6.374550698E0,8.212475777E-1,-8.470172882E-1,-1.949764252E0
6.393376635E0,7.976911664E-1,-8.880939484E-1,-1.683200598E0
6.412202521E0,7.701272368E-1,-4.637393951E-1,-1.350355268E0
6.431028458E0,1.062365770E0,1.272649765E-1,-9.720871449E-1
6.449854396E0,1.437440753E0,5.821199417E-1,-7.883329391E-1
6.468680281E0,1.460482478E0,7.593927383E-1,-8.359616995E-1
6.487506218E0,1.173219204E0,5.566244125E-1,-1.063259363E0
6.506332156E0,8.764621615E-1,3.338298798E-1,-1.182938218E0
6.525158093E0,9.806284308E-1,3.699932098E-1,-1.024759531E0
6.543984031E0,1.128207684E0,6.606130600E-1,-8.832828999E-1
6.562809916E0,1.269924402E0,9.492835999E-1,-7.150108814E-1
6.581635854E0,1.282048464E0,1.162190437E0,-6.474008560E-1
6.600461791E0,1.078897595E0,1.595975876E0,-6.528918743E-1
6.619287729E0,7.473444939E-1,2.002749443E0,-5.693780184E-1
6.638113614E0,3.281739354E-1,1.568640709E0,-2.734575272E-1
6.656926479E0,-7.529157400E-2,-3.528976440E-2,-3.388488293E-2
6.675765489E0,-4.380387664E-1,-1.835059166E0,9.771025181E-2
6.694591427E0,-7.249474525E-1,-3.194749832E0,3.813914061E-1
6.713417364E0,-8.398091793E-1,-3.678857803E0,3.417631388E-1
6.732243250E0,-7.265889645E-1,-2.687868595E0,4.422992468E-1
6.751069187E0,-4.181092978E-1,-9.933938980E-1,6.747512817E-1
6.769882000E0,-2.007784843E-1,9.635019302E-1,8.475207090E-1
6.788721062E0,-4.015736580E-1,2.041387558E0,1.189246058E0
6.807547000E0,-9.230284095E-1,1.770694733E0,1.371397614E0
6.826372885E0,-1.681927800E0,1.333117485E0,1.636239648E0
6.845198823E0,-2.610629559E0,9.830150604E-1,1.831121087E0
6.864024760E0,-3.274326563E0,1.508934975E0,1.964148879E0
6.882850698E0,-2.655551434E0,1.714529037E0,2.398456573E0
6.901676635E0,-1.332282305E0,8.146553040E-1,2.357210875E0
6.920502573E0,-7.332411408E-2,-4.355716705E-1,1.777861834E0
6.939328458E0,6.222422123E-1,-6.149215698E-1,6.592556238E-1
6.958154396E0,5.791613460E-1,1.121149063E-1,-7.330630422E-1
6.976980333E0,5.238412023E-1,9.570922852E-1,-2.042233467E0
6.995806271E0,9.231584072E-1,1.166041374E0,-2.930708885E0
7.014632208E0,1.395026445E0,6.067953110E-1,-3.292308331E0
7.033458146E0,1.581101537E0,-2.910089493E-1,-3.311863899E0
7.052284031E0,1.579366207E0,-1.315450668E0,-2.951605797E0
7.071109968E0,1.290901423E0,-2.206145763E0,-2.613669872E0
7.089935906E0,7.752010822E-1,-2.566733360E0,-2.321665049E0
7.108761843E0,2.764399052E-1,-2.634851933E0,-1.969152212E0
7.127587781E0,-1.204019189E-1,-2.123793602E0,-1.815781713E0
7.146413718E0,-3.944662213E-1,-9.007692337E-1,-1.807972193E0
7.165226531E0,-8.631904721E-1,9.530954361E-1,-1.806126118E0
7.184065593E0,-1.204643250E0,2.190286636E0,-1.745254993E0
7.202891479E0,-1.572665811E0,2.226339340E0,-1.505875111E0
7.221717416E0,-1.513367653E0,1.376160622E0,-4.683525562E-1
7.240543354E0,-1.258456707E0,4.129467010E-1,2.607270479E-1
7.259369291E0,-1.624518275E0,-5.259656906E-1,9.522967339E-1
7.278195229E0,-2.024554253E0,-1.485957146E0,1.629372001E0
7.297021166E0,-1.994524121E0,-1.733456612E0,2.548632145E0
7.315847104E0,-1.642184377E0,-1.237969398E0,3.361514330E0
7.334673041E0,-1.232533693E0,-4.256534576E-2,3.782377005E0
7.353498979E0,-1.168688655E0,1.335451126E0,3.857546329E0
7.372324916E0,-1.328456283E0,2.260497093E0,3.681853056E0
7.391150802E0,-1.211879730E0,2.521321297E0,3.581062078E0
7.409976739E0,-1.003059149E0,2.054103851E0,3.432914019E0
7.428802677E0,-7.764723897E-1,9.946403503E-1,3.192005634E0
7.447628614E0,-5.065085292E-1,-1.750879288E-1,2.823750734E0
7.466454552E0,-9.258538485E-2,-8.578977585E-1,2.574385643E0
7.485280489E0,4.601920843E-1,-1.051901817E0,2.335831642E0
