"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.829104146E1,-5.174479008E0,4.146761417E0,8.058428764E0
2.829339500E1,-5.292923450E0,4.074378967E0,8.105088234E0
2.829574854E1,-5.473581791E0,4.039682865E0,8.160123825E0
2.829810203E1,-5.644668579E0,4.009772778E0,8.187042236E0
2.830045557E1,-5.853442192E0,3.945764542E0,8.222336769E0
2.830280912E1,-6.056233883E0,3.838685751E0,8.254639626E0
2.830516266E1,-6.244070530E0,3.674179077E0,8.262416840E0
2.830751615E1,-6.407979012E0,3.495913982E0,8.222336769E0
2.830986969E1,-6.594020844E0,3.245265722E0,8.169096947E0
2.831222323E1,-6.760920525E0,3.008376360E0,8.086544037E0
2.831457672E1,-6.913462639E0,2.752942562E0,7.981259823E0
2.831693026E1,-7.103692055E0,2.525624275E0,7.864609718E0
2.831928380E1,-7.274180889E0,2.346162558E0,7.705487251E0
2.832163089E1,-7.488936901E0,2.233101845E0,7.568498135E0
2.832397797E1,-7.679764271E0,2.173281193E0,7.389036179E0
2.832633177E1,-7.886145115E0,2.132004976E0,7.232904434E0
2.832873261E1,-8.106285095E0,2.143370867E0,7.066005230E0
2.833113344E1,-8.321041107E0,2.168495417E0,6.861418724E0
2.833353412E1,-8.723034859E0,2.328814745E0,6.413362980E0
2.833592125E1,-8.924630165E0,2.440679073E0,6.198606968E0
2.833833521E1,-9.103493690E0,2.609373093E0,5.983851433E0
2.834073578E1,-9.282357216E0,2.793022156E0,5.777470112E0
2.834312297E1,-9.448060036E0,3.000599623E0,5.615356445E0
2.834553688E1,-9.623932838E0,3.294916868E0,5.490929604E0
2.834793745E1,-9.786644936E0,3.584448338E0,5.376074314E0
2.835032464E1,-9.958329201E0,3.816552162E0,5.290530682E0
2.835273854E1,-1.010070229E1,4.029513359E0,5.167300701E0
2.835513912E1,-1.023769188E1,4.151547432E0,5.034498692E0
2.835752630E1,-1.036451149E1,4.202992916E0,4.922036171E0
2.835994021E1,-1.048534870E1,4.124029636E0,4.829314232E0
2.836234078E1,-1.058166027E1,3.964907169E0,4.723432064E0
2.836474130E1,-1.066361427E1,3.738785267E0,4.690530777E0
2.836714188E1,-1.071685410E1,3.461217880E0,4.629513741E0
2.836954245E1,-1.078804111E1,3.139383316E0,4.549354076E0
2.837194302E1,-1.085384369E1,2.788834810E0,4.435695171E0
2.837434354E1,-1.092921734E1,2.447857618E0,4.341178417E0
2.837674412E1,-1.100459099E1,2.093121529E0,4.222733974E0
2.837913130E1,-1.109372425E1,1.732403636E0,4.113860130E0
2.838154521E1,-1.112124157E1,1.368096352E0,4.000799656E0
2.838394578E1,-1.114875889E1,1.042074203E0,3.854238987E0
2.838633297E1,-1.119601727E1,7.537391186E-1,3.750151396E0
2.838874688E1,-1.123968601E1,5.330012441E-1,3.644867182E0
2.839114745E1,-1.131386375E1,3.499503136E-1,3.607180119E0
2.839353464E1,-1.137428284E1,2.632105052E-1,3.582653761E0
2.839594854E1,-1.143410301E1,1.812563092E-1,3.544368505E0
2.839834912E1,-1.146760273E1,2.189432681E-1,3.533600807E0
2.840074969E1,-1.151486111E1,2.853440940E-1,3.474976778E0
2.840315026E1,-1.153878880E1,3.900300860E-1,3.421138287E0
2.840555078E1,-1.151426220E1,5.042873621E-1,3.315255880E0
2.840795136E1,-1.148136139E1,6.711867452E-1,3.208775282E0
2.841035193E1,-1.142812061E1,8.243274093E-1,3.064607620E0
2.841275245E1,-1.138026428E1,9.864411354E-1,2.925225735E0
2.841515302E1,-1.133240795E1,1.162911773E0,2.766701221E0
2.841755360E1,-1.130848026E1,1.324427366E0,2.636292458E0
2.841995412E1,-1.126540947E1,1.496710539E0,2.524427891E0
2.842235469E1,-1.125164986E1,1.677966833E0,2.475374937E0
2.842475526E1,-1.126002502E1,1.845464468E0,2.522035122E0
2.842715578E1,-1.124686432E1,2.003988981E0,2.550150633E0
2.842955636E1,-1.123071289E1,2.185843468E0,2.606382132E0
2.843195693E1,-1.121575832E1,2.354537487E0,2.726023197E0
2.843435745E1,-1.117627621E1,2.550748825E0,2.797209740E0
2.843675802E1,-1.115533924E1,2.757129908E0,2.872583628E0
2.843915860E1,-1.105842972E1,2.940180779E0,2.910868645E0
2.844155917E1,-1.095733356E1,3.151945591E0,2.968296528E0
2.844395969E1,-1.086520958E1,3.368496180E0,2.997010469E0
2.844636026E1,-1.074078274E1,3.613760471E0,3.040081263E0
2.844872771E1,-1.060678482E1,3.811168194E0,3.141177893E0
2.845106807E1,-1.048295593E1,4.057030678E0,3.227917671E0
2.845343474E1,-1.033519936E1,4.302893162E0,3.319443226E0
2.845578828E1,-1.020658493E1,4.539184570E0,3.419941664E0
2.845812870E1,-1.007378292E1,4.785047054E0,3.573680639E0
2.846049531E1,-9.966106415E0,5.026721954E0,3.803989887E0
2.846284886E1,-9.845269203E0,5.273182869E0,4.086941242E0
2.846518927E1,-9.747760773E0,5.544169903E0,4.359723091E0
2.846755589E1,-9.659825325E0,5.785845280E0,4.642076015E0
2.846990943E1,-9.552745819E0,6.017350674E0,4.887340069E0
2.847224984E1,-9.415757179E0,6.225526333E0,5.069792747E0
2.847461646E1,-9.259027481E0,6.400800705E0,5.233701229E0
2.847697000E1,-9.110074043E0,6.531807423E0,5.326423168E0
2.847931042E1,-8.913264275E0,6.649055958E0,5.419145107E0
2.848167703E1,-8.711668968E0,6.751348972E0,5.493322372E0
2.848403057E1,-8.476573944E0,6.811768055E0,5.563910961E0
2.848638412E1,-8.249854088E0,6.909275532E0,5.561518192E0
2.848873760E1,-8.000402451E0,6.955337048E0,5.622535229E0
2.849109115E1,-7.821538925E0,7.038487911E0,5.681757450E0
2.849343156E1,-7.604988575E0,7.127022266E0,5.732006550E0
2.849579818E1,-7.465606689E0,7.258029461E0,5.814558983E0
2.849815172E1,-7.359724045E0,7.378866673E0,5.916254044E0
2.850049214E1,-7.225128174E0,7.553543091E0,6.008377552E0
2.850285875E1,-7.104888439E0,7.679764271E0,6.114858150E0
2.850521229E1,-7.022336483E0,7.814958572E0,6.201598167E0
2.850756583E1,-6.943971157E0,7.935198307E0,6.244668961E0
2.850991932E1,-6.836892605E0,8.056035995E0,6.284150600E0
2.851227287E1,-6.738188744E0,8.148159027E0,6.337390900E0
2.851462641E1,-6.612565517E0,8.249854088E0,6.415157318E0
2.851697990E1,-6.519843578E0,8.333004951E0,6.492326260E0
2.851933344E1,-6.456433773E0,8.425128937E0,6.617351055E0
2.852168698E1,-6.416353703E0,8.516654015E0,6.713063717E0
2.852404047E1,-6.381658077E0,8.599205971E0,6.842874527E0
2.852639401E1,-6.317649841E0,8.677571297E0,6.934400082E0
2.852874755E1,-6.276971817E0,8.749954224E0,7.034898758E0
2.853110110E1,-6.260222435E0,8.793622971E0,7.126423836E0
2.853345458E1,-6.233303070E0,8.866005898E0,7.198208809E0
2.853580813E1,-6.234499454E0,8.942576408E0,7.226324558E0
2.853816167E1,-6.231508255E0,9.019744873E0,7.288537979E0
2.854051516E1,-6.238088608E0,9.086744308E0,7.331010342E0
2.854286870E1,-6.258427620E0,9.139386177E0,7.411767960E0
2.854522224E1,-6.274579048E0,9.125627518E0,7.512266636E0
2.854757573E1,-6.261418819E0,9.083752632E0,7.627720356E0
2.854992927E1,-6.263213158E0,9.050851822E0,7.747959614E0
2.855228281E1,-6.235695839E0,9.022735596E0,7.834699631E0
2.855463630E1,-6.207580090E0,9.004191399E0,7.854440212E0
2.855698984E1,-6.163911343E0,8.937790871E0,7.836493969E0
2.855934339E1,-6.058627129E0,8.866603851E0,7.805387497E0
2.856169693E1,-5.958128452E0,8.800801277E0,7.807182312E0
2.856405042E1,-5.843871117E0,8.715856552E0,7.819146156E0
2.856640396E1,-5.733801365E0,8.601598740E0,7.845467091E0
2.856875750E1,-5.585446358E0,8.483752251E0,7.867600918E0
2.857111099E1,-5.452644825E0,8.380263329E0,7.898707390E0
2.857346453E1,-5.332405090E0,8.233104706E0,7.911269665E0
2.857581807E1,-5.221737385E0,8.143373489E0,7.865806103E0
2.857817156E1,-5.097310543E0,8.100900650E0,7.800601959E0
2.858052511E1,-4.991427898E0,8.082356453E0,7.701898098E0
2.858287865E1,-4.904089928E0,8.015955925E0,7.621738434E0
2.858523214E1,-4.802993298E0,7.959126472E0,7.561319351E0
2.858758568E1,-4.697110653E0,7.878368378E0,7.500900745E0
2.858993922E1,-4.619344234E0,7.773682594E0,7.465008259E0
2.859229271E1,-4.523033142E0,7.674380302E0,7.433303356E0
2.859464625E1,-4.459623337E0,7.607381344E0,7.391428947E0
2.859699979E1,-4.387240410E0,7.540980339E0,7.350152969E0
2.859935328E1,-4.338785648E0,7.512266636E0,7.298109055E0
2.860170682E1,-4.309473515E0,7.502695560E0,7.241279602E0
2.860406037E1,-4.274179459E0,7.468597889E0,7.136593342E0
2.860641386E1,-4.225126743E0,7.439883709E0,7.045666218E0
2.860876740E1,-4.204787731E0,7.425527096E0,6.959524632E0
2.861112094E1,-4.140779495E0,7.396812916E0,6.850651264E0
2.861347448E1,-4.096512318E0,7.391428947E0,6.740581512E0
2.861582797E1,-4.061218262E0,7.390830994E0,6.597609997E0
2.861818151E1,-3.998406649E0,7.419544697E0,6.497709751E0
2.862053505E1,-3.981656790E0,7.390232563E0,6.387639999E0
2.862288854E1,-3.914059639E0,7.399804115E0,6.273382664E0
2.862524208E1,-3.865006685E0,7.404589653E0,6.192625046E0
2.862759563E1,-3.787838221E0,7.366902828E0,6.112465382E0
2.862994912E1,-3.681955814E0,7.371688366E0,6.013163090E0
2.863230266E1,-3.591028690E0,7.343572617E0,5.966503143E0
2.863465620E1,-3.486342669E0,7.325626373E0,5.953342915E0
2.863700969E1,-3.409772158E0,7.259225845E0,5.950351715E0
2.863936323E1,-3.313461065E0,7.188637257E0,5.952146530E0
2.864171677E1,-3.214159012E0,7.127620220E0,5.998208046E0
2.864407026E1,-3.108874798E0,7.033103943E0,6.004788399E0
2.864642380E1,-3.028116941E0,6.938587666E0,6.035895348E0
2.864877735E1,-3.008376360E0,6.867401123E0,6.050850391E0
2.865113083E1,-2.974278450E0,6.724429607E0,6.086144447E0
2.865348438E1,-2.927020311E0,6.662814617E0,6.135197163E0
2.865583792E1,-2.907877684E0,6.582056999E0,6.154938221E0
2.865819141E1,-2.907279491E0,6.524629116E0,6.160321712E0
2.866054495E1,-2.925225735E0,6.433701992E0,6.170491219E0
2.866289849E1,-2.943171740E0,6.361319065E0,6.146563053E0
2.866525198E1,-2.899502754E0,6.275775433E0,6.128616810E0
2.866760552E1,-2.854039192E0,6.165705681E0,6.029314995E0
2.866995906E1,-2.765504837E0,6.083751678E0,5.863013744E0
2.867231261E1,-2.682952404E0,6.007779598E0,5.801996708E0
2.867466610E1,-2.596212626E0,5.974878311E0,5.717649937E0
2.867701964E1,-2.562114954E0,5.946164131E0,5.665606022E0
2.867937318E1,-2.552543640E0,5.936593056E0,5.665606022E0
2.868172667E1,-2.557927370E0,5.927619934E0,5.727818966E0
2.868408021E1,-2.600998163E0,5.879763603E0,5.799603939E0
2.868643375E1,-2.668595552E0,5.884549141E0,5.880361557E0
2.868878724E1,-2.773281336E0,5.849853039E0,5.927021503E0
2.869114078E1,-2.835494757E0,5.811567783E0,5.994020939E0
2.869349432E1,-2.982055187E0,5.748157978E0,6.006583214E0
2.869584781E1,-3.105285645E0,5.670989513E0,6.043671608E0
2.869820136E1,-3.232703447E0,5.602794170E0,6.061617851E0
2.870055490E1,-3.379263878E0,5.501099110E0,6.103492260E0
2.870290839E1,-3.530609846E0,5.399404526E0,6.125626087E0
2.870526193E1,-3.696312666E0,5.259424210E0,6.186643124E0
2.870761547E1,-3.842873096E0,5.152943611E0,6.233303070E0
2.870996896E1,-4.003192425E0,5.060820103E0,6.274579048E0
2.871232250E1,-4.158725739E0,4.911268711E0,6.297909260E0
2.871467604E1,-4.309473515E0,4.823930264E0,6.305685997E0
2.871702953E1,-4.450650215E0,4.717449665E0,6.294918060E0
2.871938307E1,-4.572684288E0,4.572684288E0,6.279963017E0
2.872173662E1,-4.679164886E0,4.470989227E0,6.216553211E0
2.872409016E1,-4.743172646E0,4.322035789E0,6.168696880E0
2.872644365E1,-4.816751957E0,4.191627026E0,6.101697922E0
2.872879719E1,-4.895715237E0,4.080360889E0,6.048457623E0
2.873115073E1,-4.993820667E0,3.973880291E0,6.028716564E0
2.873350422E1,-5.091926575E0,3.848855257E0,6.032904148E0
2.873585776E1,-5.218746185E0,3.756731510E0,6.012565136E0
2.873821130E1,-5.354538918E0,3.640679598E0,6.006583214E0
2.874056479E1,-5.490929604E0,3.552743435E0,5.981458187E0
2.874291833E1,-5.665606022E0,3.479762316E0,5.964110374E0
2.874527188E1,-5.811567783E0,3.425325632E0,5.938387394E0
2.874762536E1,-5.991029739E0,3.356531858E0,5.931807518E0
2.874997891E1,-6.160321712E0,3.293122053E0,5.919843197E0
2.875233245E1,-6.358327866E0,3.223730326E0,5.883950710E0
2.875468594E1,-6.495316982E0,3.208176851E0,5.853442192E0
2.875703948E1,-6.650252342E0,3.182454109E0,5.812764645E0
2.875939302E1,-6.754938126E0,3.186043262E0,5.825924873E0
2.876174651E1,-6.849454880E0,3.171088219E0,5.796014786E0
2.876410005E1,-6.930212498E0,3.179463148E0,5.790032387E0
2.876645360E1,-6.973881721E0,3.203391314E0,5.851647854E0
2.876880714E1,-7.036693096E0,3.245863914E0,5.883950710E0
2.877116063E1,-7.057032108E0,3.284747362E0,5.950351715E0
2.877351417E1,-7.086942673E0,3.370290756E0,5.983253002E0
2.877586766E1,-7.131807804E0,3.456432343E0,6.082555294E0
2.877822120E1,-7.195816040E0,3.566502094E0,6.148357868E0
2.878057474E1,-7.226324558E0,3.686143398E0,6.204588890E0
2.878292828E1,-7.265805721E0,3.805186272E0,6.241079807E0
2.878528177E1,-7.310073376E0,3.890729666E0,6.278168201E0
2.878763531E1,-7.322037220E0,3.996612072E0,6.349354744E0
2.878998886E1,-7.347760201E0,4.077968121E0,6.415755749E0
2.879234234E1,-7.339385033E0,4.102494240E0,6.473183632E0
2.879469589E1,-7.340581894E0,4.135993958E0,6.521039963E0
2.879704943E1,-7.317251682E0,4.150949001E0,6.559325218E0
2.879940292E1,-7.290332317E0,4.166502476E0,6.641279221E0
2.880175646E1,-7.249056339E0,4.176671982E0,6.718447685E0
2.880411000E1,-7.202994347E0,4.187439442E0,6.790830612E0
2.880646349E1,-7.161119938E0,4.173680782E0,6.853642464E0
2.880881703E1,-7.157530785E0,4.211966038E0,6.887141705E0
2.881117057E1,-7.121040344E0,4.213162422E0,6.978667259E0
2.881352406E1,-7.098308563E0,4.204189301E0,7.041478634E0
2.881587760E1,-7.095317364E0,4.204787731E0,7.147959232E0
2.881823115E1,-7.076773167E0,4.176671982E0,7.220342159E0
2.882058469E1,-7.063612461E0,4.143172264E0,7.307082176E0
2.882293818E1,-7.011568546E0,4.106083870E0,7.322037220E0
2.882529172E1,-6.973881721E0,4.049253941E0,7.390232563E0
2.882764526E1,-6.917052269E0,3.987638950E0,7.415357590E0
2.882999875E1,-6.897909641E0,3.930809498E0,7.440482140E0
2.883235229E1,-6.859624386E0,3.850051641E0,7.479963779E0
2.883470583E1,-6.821339130E0,3.778865099E0,7.485945702E0
2.883705932E1,-6.815955162E0,3.711866140E0,7.496115208E0
2.883941287E1,-6.809973240E0,3.668795347E0,7.462615490E0
2.884176641E1,-6.828517437E0,3.640081406E0,7.453044415E0
2.884411990E1,-6.856633186E0,3.620340586E0,7.423732281E0
2.884647344E1,-6.878767014E0,3.605385542E0,7.351947784E0
2.884882698E1,-6.925426960E0,3.580859184E0,7.327421188E0
2.885118047E1,-6.962515831E0,3.546761274E0,7.288537979E0
2.885353401E1,-6.970890522E0,3.508476257E0,7.255038261E0
2.885588755E1,-6.984649181E0,3.470191002E0,7.241279602E0
2.885824104E1,-7.002595425E0,3.412165165E0,7.212565422E0
2.886059458E1,-7.006184578E0,3.340380430E0,7.188637257E0
2.886294813E1,-6.963113785E0,3.259622574E0,7.200003147E0
2.886530162E1,-6.943373203E0,3.178266764E0,7.205387115E0
2.886765516E1,-6.909275532E0,3.097508907E0,7.216155052E0
2.887000870E1,-6.879963398E0,3.016152859E0,7.207181931E0
2.887236219E1,-6.813562393E0,2.968894720E0,7.237690449E0
2.887471573E1,-6.765107632E0,2.921636343E0,7.190432072E0
2.887706927E1,-6.711867332E0,2.883949518E0,7.201199532E0
2.887942281E1,-6.683153629E0,2.869592667E0,7.187440872E0
2.888177630E1,-6.615556240E0,2.831905603E0,7.131209850E0
2.888412984E1,-6.567699909E0,2.822334290E0,7.092924595E0
2.888648339E1,-6.528816700E0,2.779263496E0,7.050451756E0
2.888883688E1,-6.490531445E0,2.755933523E0,7.046862602E0
2.889119042E1,-6.466004848E0,2.712862730E0,7.037889481E0
2.889354396E1,-6.427719593E0,2.679961443E0,7.024130821E0
2.889589745E1,-6.398407936E0,2.622533560E0,7.015157700E0
2.889825099E1,-6.354738712E0,2.584846735E0,6.982854843E0
2.890060453E1,-6.349953175E0,2.541775942E0,6.982854843E0
2.890295802E1,-6.325426579E0,2.498705149E0,6.954739094E0
2.890531156E1,-6.314659119E0,2.450848579E0,6.921837807E0
2.890766511E1,-6.271588326E0,2.413161755E0,6.908677101E0
2.891001860E1,-6.269793510E0,2.359921217E0,6.851249218E0
2.891237214E1,-6.273382664E0,2.302493572E0,6.813562393E0
2.891472568E1,-6.291328907E0,2.287538528E0,6.760322094E0
2.891707917E1,-6.285346985E0,2.244467735E0,6.708278179E0
2.891943271E1,-6.274579048E0,2.224726915E0,6.641279221E0
2.892178625E1,-6.277570248E0,2.167299032E0,6.574280262E0
2.892413979E1,-6.280561447E0,2.147558212E0,6.468996048E0
2.892649328E1,-6.283552170E0,2.123031855E0,6.378068924E0
2.892884682E1,-6.262615204E0,2.093719721E0,6.249454498E0
2.893120031E1,-6.270391941E0,2.030908108E0,6.182455540E0
2.893355386E1,-6.282954216E0,2.025524378E0,6.110072613E0
2.893590740E1,-6.281757832E0,1.982453585E0,6.038886070E0
2.893826094E1,-6.256632805E0,1.939382792E0,5.991627693E0
2.894061443E1,-6.250650883E0,1.914856315E0,5.924030781E0
2.894296797E1,-6.244668961E0,1.847259045E0,5.905486107E0
2.894532151E1,-6.220142365E0,1.813759565E0,5.867799282E0
2.894767500E1,-6.177071571E0,1.785643935E0,5.839683533E0
2.895002854E1,-6.119643688E0,1.752742529E0,5.840879917E0
2.895238208E1,-6.081358910E0,1.719243050E0,5.817550182E0
2.895473557E1,-6.029314995E0,1.710269928E0,5.842076302E0
2.895708912E1,-5.968297958E0,1.711466432E0,5.871986866E0
2.895944266E1,-5.940182209E0,1.692323804E0,5.901299000E0
2.896179615E1,-5.888736725E0,1.726421595E0,5.916254044E0
2.896414969E1,-5.840879917E0,1.717448473E0,5.912066460E0
2.896650323E1,-5.803791523E0,1.732403636E0,5.936593056E0
2.896885672E1,-5.760122299E0,1.713261008E0,5.903691769E0
2.897121026E1,-5.703292847E0,1.694716692E0,5.895316601E0
2.897356380E1,-5.645267010E0,1.671386600E0,5.862415314E0
2.897591729E1,-5.615356445E0,1.628315806E0,5.839683533E0
2.897827083E1,-5.567500114E0,1.609771490E0,5.811567783E0
2.898062438E1,-5.505885124E0,1.576870084E0,5.812764645E0
2.898297787E1,-5.462814331E0,1.572084427E0,5.808577061E0
2.898533141E1,-5.424529076E0,1.567897081E0,5.794818401E0
2.898768495E1,-5.419743061E0,1.567897081E0,5.775675774E0
2.899003844E1,-5.401198864E0,1.572682738E0,5.799603939E0
2.899239198E1,-5.402395248E0,1.621137381E0,5.866602898E0
2.899474552E1,-5.399404526E0,1.654636860E0,5.919245243E0
2.899709901E1,-5.419743061E0,1.703091502E0,5.976074696E0
2.899945255E1,-5.449653625E0,1.784447432E0,6.052046776E0
2.900180610E1,-5.475376606E0,1.856232166E0,6.099305153E0
2.900415964E1,-5.490929604E0,1.938186288E0,6.132206440E0
2.900651313E1,-5.507081509E0,2.024327993E0,6.208178520E0
2.900886667E1,-5.517848969E0,2.110469580E0,6.235695839E0
2.901122021E1,-5.528616905E0,2.167897224E0,6.263811588E0
2.901357370E1,-5.519643784E0,2.215753794E0,6.282954216E0
2.901592724E1,-5.506483078E0,2.273181438E0,6.297310829E0
2.901828078E1,-5.507081509E0,2.325823545E0,6.315855503E0
2.902063427E1,-5.503491879E0,2.335993052E0,6.363711834E0
2.902298781E1,-5.489733219E0,2.374278307E0,6.397211552E0
2.902534136E1,-5.500501156E0,2.431705952E0,6.430112839E0
2.902769485E1,-5.510670662E0,2.446063042E0,6.454041004E0
2.903004839E1,-5.540580750E0,2.480160713E0,6.530013084E0
2.903240193E1,-5.560321808E0,2.494517565E0,6.563512325E0
2.903475542E1,-5.584847927E0,2.513660192E0,6.620342255E0
2.903710896E1,-5.618945599E0,2.518445730E0,6.658029079E0
2.903946250E1,-5.634499073E0,2.537588358E0,6.725028038E0
2.904181599E1,-5.668596745E0,2.542374134E0,6.757929325E0
2.904416953E1,-5.697310925E0,2.551347256E0,6.781259537E0
2.904652307E1,-5.716453075E0,2.551347256E0,6.795616150E0
2.904887656E1,-5.736792088E0,2.589632273E0,6.838088989E0
2.905123011E1,-5.778666496E0,2.570489645E0,6.827919483E0
2.905358365E1,-5.822335720E0,2.608176708E0,6.856035233E0
2.905593719E1,-5.827121258E0,2.632104874E0,6.836294174E0
2.905829068E1,-5.833103180E0,2.679961443E0,6.874579430E0
2.906064422E1,-5.842674732E0,2.703889608E0,6.878767014E0
2.906299771E1,-5.857629776E0,2.727817774E0,6.897909641E0
2.906535125E1,-5.868397713E0,2.775674343E0,6.940382004E0
2.906770479E1,-5.864210129E0,2.790031195E0,6.964310169E0
2.907005833E1,-5.888736725E0,2.804388046E0,7.016354084E0
2.907241182E1,-5.898906231E0,2.814557552E0,7.068996429E0
2.907476536E1,-5.891129494E0,2.853441000E0,7.150950432E0
2.907711891E1,-5.868995667E0,2.858824968E0,7.237690449E0
2.907947240E1,-5.851049423E0,2.830709219E0,7.319644451E0
2.908182594E1,-5.904289722E0,2.840280533E0,7.400402069E0
2.908417948E1,-5.877370834E0,2.821736097E0,7.487142086E0
2.908653297E1,-5.883352757E0,2.774477959E0,7.602595806E0
2.908888651E1,-5.898906231E0,2.779861689E0,7.688737392E0
2.909124005E1,-5.904888153E0,2.775674343E0,7.755736351E0
2.909359354E1,-5.948556900E0,2.780459881E0,7.831708431E0
2.909594708E1,-5.968297958E0,2.818745136E0,7.859824181E0
2.909830063E1,-5.997610092E0,2.842075109E0,7.883154392E0
2.910065412E1,-6.031109333E0,2.880360365E0,7.887341499E0
2.910300766E1,-6.046064377E0,2.922832966E0,7.886743546E0
2.910536120E1,-6.079564095E0,2.946761131E0,7.895716667E0
2.910771469E1,-6.113063812E0,2.984447956E0,7.899903774E0
2.911006823E1,-6.132206440E0,3.013161898E0,7.894520283E0
2.911242177E1,-6.175875187E0,3.080160856E0,7.907680511E0
2.911477526E1,-6.233303070E0,3.117847919E0,7.916055679E0
2.911712880E1,-6.267400742E0,3.180061340E0,7.958528042E0
2.911948234E1,-6.306283951E0,3.236890793E0,7.957331657E0
2.912183583E1,-6.373282909E0,3.303291559E0,7.970492363E0
2.912418938E1,-6.440282345E0,3.336193085E0,7.998009682E0
2.912654292E1,-6.478567123E0,3.397808075E0,7.963313580E0
2.912889646E1,-6.535995007E0,3.440280676E0,7.971688747E0
2.913124995E1,-6.588038921E0,3.458825111E0,7.966304779E0
2.913360349E1,-6.635297298E0,3.477369547E0,7.950751305E0
2.913595703E1,-6.654439926E0,3.482155085E0,7.950751305E0
2.913831052E1,-6.683153629E0,3.496512175E0,7.954938889E0
2.914066406E1,-6.716054916E0,3.481556892E0,7.968697548E0
2.914301760E1,-6.739983082E0,3.462414265E0,8.002197266E0
2.914537110E1,-6.725626469E0,3.448057413E0,7.998009682E0
2.914772464E1,-6.725626469E0,3.396013498E0,8.026723862E0
2.915007818E1,-6.692126751E0,3.339184046E0,8.042277336E0
2.915243167E1,-6.653243542E0,3.257827997E0,8.038687706E0
2.915478521E1,-6.609574318E0,3.148954630E0,8.044670105E0
2.915713875E1,-6.571289062E0,3.053241730E0,8.055437088E0
2.915949224E1,-6.518048763E0,2.943770170E0,8.071588516E0
2.916184578E1,-6.498308182E0,2.867199659E0,8.076972961E0
2.916419932E1,-6.445665836E0,2.772683144E0,8.102695465E0
2.916655281E1,-6.420541286E0,2.686541557E0,8.069794655E0
2.916890636E1,-6.381059647E0,2.581257343E0,8.038089752E0
2.917125990E1,-6.337390900E0,2.553141832E0,7.981259823E0
2.917361339E1,-6.293123722E0,2.505285263E0,7.924430370E0
2.917596693E1,-6.282355785E0,2.475973129E0,7.872386456E0
2.917832047E1,-6.248856544E0,2.480758905E0,7.819744587E0
2.918067396E1,-6.205187321E0,2.495713949E0,7.758129120E0
2.918302750E1,-6.176473618E0,2.514856577E0,7.719843864E0
2.918538104E1,-6.177071571E0,2.576471806E0,7.715058327E0
2.918773453E1,-6.157928944E0,2.614757061E0,7.704888821E0
2.919008807E1,-6.172883987E0,2.691327333E0,7.670791149E0
2.919244162E1,-6.168098450E0,2.752942562E0,7.655836105E0
2.919479516E1,-6.178267956E0,2.819941521E0,7.645666599E0
2.919714865E1,-6.174080849E0,2.886940479E0,7.626523972E0
2.919950219E1,-6.178866386E0,2.962912560E0,7.596613884E0
2.920185573E1,-6.184250355E0,3.035295486E0,7.596015453E0
2.920420922E1,-6.180062771E0,3.097508907E0,7.581658363E0
2.920656276E1,-6.184848309E0,3.139981508E0,7.533204079E0
2.920891625E1,-6.170491219E0,3.168695450E0,7.518846989E0
2.921126979E1,-6.141777515E0,3.173480988E0,7.504489899E0
2.921362333E1,-6.117849350E0,3.197409153E0,7.466803074E0
2.921597688E1,-6.074778557E0,3.178864956E0,7.448258877E0
2.921833037E1,-6.007779598E0,3.179463148E0,7.434499741E0
2.922068391E1,-5.926423550E0,3.174677372E0,7.363911629E0
2.922303745E1,-5.897111416E0,3.184248686E0,7.311867714E0
2.922539094E1,-5.834300041E0,3.165704250E0,7.259823799E0
2.922774448E1,-5.776273727E0,3.160918713E0,7.179066181E0
2.923009802E1,-5.719444275E0,3.218346357E0,7.136593342E0
2.923245151E1,-5.690730572E0,3.242274761E0,7.092924595E0
2.923480505E1,-5.628517151E0,3.305086374E0,7.045666218E0
2.923715860E1,-5.599802971E0,3.338585854E0,7.012166977E0
2.923951208E1,-5.566901684E0,3.410370588E0,6.988238335E0
2.924186563E1,-5.542973518E0,3.505485058E0,6.930212498E0
2.924421917E1,-5.510072231E0,3.591626883E0,6.858428001E0
2.924657266E1,-5.475974560E0,3.663411379E0,6.786045074E0
2.924892620E1,-5.433502197E0,3.782454491E0,6.714260101E0
2.925127974E1,-5.376074314E0,3.882952929E0,6.623332977E0
2.925363323E1,-5.314459324E0,3.926621914E0,6.575476646E0
2.925598677E1,-5.252245903E0,3.993022680E0,6.480361938E0
2.925834031E1,-5.166104317E0,4.041477680E0,6.423532486E0
2.926069380E1,-5.103890896E0,4.084548473E0,6.347560406E0
2.926304734E1,-5.023132801E0,4.128217220E0,6.285944939E0
2.926540089E1,-4.965106964E0,4.186243057E0,6.180660725E0
2.926775438E1,-4.883750916E0,4.234099865E0,6.114858150E0
2.927010792E1,-4.840082169E0,4.305285931E0,5.994618893E0
2.927246146E1,-4.777868748E0,4.362713814E0,5.903691769E0
2.927481500E1,-4.734199524E0,4.444069862E0,5.812764645E0
2.927716849E1,-4.710271358E0,4.520041943E0,5.730810165E0
2.927952203E1,-4.704887390E0,4.624728203E0,5.639284611E0
2.928187552E1,-4.662415028E0,4.715655327E0,5.586044312E0
2.928422906E1,-4.671986103E0,4.834698200E0,5.517848969E0
