"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.612774875E1,-7.269082665E-1,5.796940327E-1,8.645015955E-1
3.613010229E1,-7.556180358E-1,5.879405141E-1,8.701519370E-1
3.613245578E1,-7.818844914E-1,5.975613594E-1,8.796200752E-1
3.613480932E1,-8.093726039E-1,6.094728708E-1,8.889354467E-1
3.613716286E1,-8.319739699E-1,6.178719997E-1,8.996253014E-1
3.613951636E1,-8.570187092E-1,6.273401380E-1,9.115368128E-1
3.614186990E1,-8.796200752E-1,6.381826997E-1,9.232956171E-1
3.614422344E1,-9.034430981E-1,6.478035450E-1,9.290986657E-1
3.614657693E1,-9.246700406E-1,6.584933400E-1,9.373451471E-1
3.614893047E1,-9.446752667E-1,6.668924689E-1,9.431481957E-1
3.615128401E1,-9.646805525E-1,6.752916574E-1,9.526162744E-1
3.615363750E1,-9.860602021E-1,6.859814525E-1,9.596410394E-1
3.615599104E1,-1.003469348E0,6.978929639E-1,9.642223716E-1
3.615834453E1,-1.022252917E0,7.110261917E-1,9.688037634E-1
3.616069807E1,-1.042258143E0,7.253811359E-1,9.709417224E-1
3.616305162E1,-1.063485026E0,7.421793938E-1,9.753703475E-1
3.616540511E1,-1.084712029E0,7.600467205E-1,9.762866497E-1
3.616775865E1,-1.107313395E0,7.815790772E-1,9.794935584E-1
3.617011219E1,-1.128540277E0,8.006680608E-1,9.816315174E-1
3.617246568E1,-1.153585076E0,8.222004175E-1,9.836167693E-1
3.617481922E1,-1.176033735E0,8.437327743E-1,9.843803644E-1
3.617717276E1,-1.199704051E0,8.628217578E-1,9.840749502E-1
3.617952625E1,-1.220930934E0,8.806890249E-1,9.860602021E-1
3.618187979E1,-1.244753957E0,8.985562921E-1,9.857547879E-1
3.618423333E1,-1.263384819E0,9.129112363E-1,9.865183234E-1
3.618658682E1,-1.285833478E0,9.271134138E-1,9.849911928E-1
3.618894036E1,-1.305685997E0,9.402466416E-1,9.834640622E-1
3.619129391E1,-1.325691223E0,9.521581531E-1,9.819369912E-1
3.619364740E1,-1.346765518E0,9.616262913E-1,9.802571535E-1
3.619600094E1,-1.362800241E0,9.688037634E-1,9.776610136E-1
3.619835448E1,-1.380209327E0,9.747595191E-1,9.761339426E-1
3.620070797E1,-1.400061965E0,9.793408513E-1,9.684983492E-1
3.620306151E1,-1.416096687E0,9.852966070E-1,9.620844126E-1
3.620541505E1,-1.434574842E0,9.851438999E-1,9.568922520E-1
3.620776854E1,-1.454274654E0,9.825478196E-1,9.517000318E-1
3.621012208E1,-1.474127173E0,9.776610136E-1,9.503256083E-1
3.621247563E1,-1.500088215E0,9.703308940E-1,9.474241138E-1
3.621482912E1,-1.523453116E0,9.607100487E-1,9.434536099E-1
3.621718266E1,-1.548192382E0,9.486457705E-1,9.407047629E-1
3.621953620E1,-1.572778940E0,9.352071285E-1,9.391776323E-1
3.622188969E1,-1.596143842E0,9.194778204E-1,9.352071285E-1
3.622424323E1,-1.618287086E0,9.037485123E-1,9.265025854E-1
3.622659677E1,-1.636612535E0,8.832851648E-1,9.200887084E-1
3.622895026E1,-1.653716207E0,8.628217578E-1,9.126058221E-1
3.623130380E1,-1.669598222E0,8.399149776E-1,9.051229358E-1
3.623365735E1,-1.686549306E0,8.145648241E-1,8.903098702E-1
3.623601083E1,-1.698460817E0,7.867712975E-1,8.767185211E-1
3.623836438E1,-1.710372329E0,7.566870451E-1,8.608365059E-1
3.624071792E1,-1.722283840E0,7.217160463E-1,8.472451568E-1
3.624307141E1,-1.734195352E0,6.844543815E-1,8.325847983E-1
3.624542495E1,-1.744885206E0,6.470399499E-1,8.154810667E-1
3.624777849E1,-1.755422354E0,6.061131954E-1,8.032641411E-1
3.625013198E1,-1.763668776E0,5.616740584E-1,7.898254991E-1
3.625248552E1,-1.771762490E0,5.172349215E-1,7.776085734E-1
3.625483906E1,-1.776191115E0,4.679090083E-1,7.655443549E-1
3.625719255E1,-1.780619740E0,4.175141156E-1,7.533273697E-1
3.625954610E1,-1.782452345E0,3.681881726E-1,7.388197780E-1
3.626189964E1,-1.783063173E0,3.164188862E-1,7.218687534E-1
3.626425313E1,-1.782452345E0,2.623589039E-1,7.049177289E-1
3.626660667E1,-1.784284830E0,2.082989216E-1,6.879667044E-1
3.626896021E1,-1.781077862E0,1.554606259E-1,6.711684465E-1
3.627131370E1,-1.781535983E0,1.001789495E-1,6.505523324E-1
3.627366724E1,-1.779703498E0,4.718795046E-2,6.299362183E-1
3.627602078E1,-1.780161619E0,-3.206948051E-3,6.080984473E-1
3.627837427E1,-1.775732994E0,-5.741964281E-2,5.887040496E-1
3.628072781E1,-1.775122166E0,-1.090362370E-1,5.706840754E-1
3.628308136E1,-1.775580287E0,-1.630962193E-1,5.488462448E-1
3.628543485E1,-1.772373319E0,-2.148655206E-1,5.270084739E-1
3.628778839E1,-1.770388126E0,-2.677038014E-1,5.076140761E-1
3.629014193E1,-1.770998955E0,-3.219164908E-1,4.882196784E-1
3.629249542E1,-1.769013643E0,-3.747547865E-1,4.700469673E-1
3.629484896E1,-1.764585018E0,-4.275930822E-1,4.520269632E-1
3.629720250E1,-1.762599707E0,-4.828747511E-1,4.314108789E-1
3.629955599E1,-1.757102132E0,-5.297572613E-1,4.158342779E-1
3.630190953E1,-1.752673507E0,-5.766398311E-1,3.988832533E-1
3.630426302E1,-1.745954156E0,-6.210789680E-1,3.820849657E-1
3.630661656E1,-1.740456581E0,-6.607840061E-1,3.687990308E-1
3.630897010E1,-1.734958887E0,-6.992673874E-1,3.542914093E-1
3.631132360E1,-1.727017879E0,-7.328640223E-1,3.362714052E-1
3.631367714E1,-1.721520305E0,-7.629482150E-1,3.193204105E-1
3.631603068E1,-1.716175318E0,-7.942541242E-1,3.048127890E-1
3.631838417E1,-1.712052107E0,-8.231166601E-1,2.903051674E-1
3.632073771E1,-1.709150672E0,-8.495358229E-1,2.768665254E-1
3.632309125E1,-1.706249118E0,-8.759549856E-1,2.648022771E-1
3.632544479E1,-1.703347564E0,-9.035958052E-1,2.515163720E-1
3.632779828E1,-1.704263806E0,-9.277243018E-1,2.392994165E-1
3.633015182E1,-1.702584028E0,-9.494093657E-1,2.260134816E-1
3.633250531E1,-1.703500271E0,-9.735378027E-1,2.125748396E-1
3.633485886E1,-1.703042150E0,-9.903361201E-1,1.991362125E-1
3.633721240E1,-1.703958392E0,-1.006065488E0,1.844758689E-1
3.633956589E1,-1.704874754E0,-1.020573020E0,1.673721522E-1
3.634191943E1,-1.703194857E0,-1.030193925E0,1.491994411E-1
3.634427297E1,-1.705332875E0,-1.036455035E0,1.294996142E-1
3.634662646E1,-1.706249118E0,-1.038898468E0,1.099525094E-1
3.634898000E1,-1.708387017E0,-1.039051175E0,9.269607067E-2
3.635133354E1,-1.713121176E0,-1.032026410E0,7.559234649E-2
3.635368703E1,-1.715411782E0,-1.028514028E0,5.711421743E-2
3.635604057E1,-1.716328144E0,-1.023779988E0,4.245388508E-2
3.635839412E1,-1.721214890E0,-1.019198656E0,3.008422814E-2
3.636074760E1,-1.727323294E0,-1.012021184E0,2.015795931E-2
3.636310115E1,-1.730835676E0,-1.004996419E0,9.009997360E-3
3.636545469E1,-1.732057452E0,-9.978190064E-1,4.123218823E-3
3.636780818E1,-1.735875249E0,-9.846857786E-1,-9.162708884E-4
3.637016172E1,-1.737096906E0,-9.738432169E-1,-5.803049076E-3
3.637251526E1,-1.737096906E0,-9.594883323E-1,-7.177455351E-3
3.637486875E1,-1.737249613E0,-9.451334476E-1,-9.620844387E-3
3.637722229E1,-1.734806180E0,-9.295567870E-1,-1.206423342E-2
3.637957583E1,-1.736180663E0,-9.127585292E-1,-1.099525020E-2
3.638192932E1,-1.732515574E0,-8.971819282E-1,-9.773556143E-3
3.638428286E1,-1.727781415E0,-8.814526200E-1,-9.773556143E-3
3.638663641E1,-1.724116445E0,-8.634325862E-1,-7.330167107E-3
3.638898990E1,-1.716938972E0,-8.478559852E-1,-3.665083554E-3
3.639134344E1,-1.712204814E0,-8.333483934E-1,1.221694518E-3
3.639369698E1,-1.703652978E0,-8.189934492E-1,8.704573847E-3
3.639605047E1,-1.695253849E0,-8.067765236E-1,1.618745178E-2
3.639840401E1,-1.687923670E0,-7.971556783E-1,2.229592577E-2
3.640075755E1,-1.681967974E0,-7.850914598E-1,3.084778599E-2
3.640311104E1,-1.674790502E0,-7.730271816E-1,3.955236077E-2
3.640546458E1,-1.663795233E0,-7.644753456E-1,4.825693369E-2
3.640781813E1,-1.655243397E0,-7.583668828E-1,5.696150661E-2
3.641017162E1,-1.645469785E0,-7.499676943E-1,6.306997687E-2
3.641252516E1,-1.636917949E0,-7.438592315E-1,6.810946763E-2
3.641487870E1,-1.627144337E0,-7.401941419E-1,7.559234649E-2
3.641723219E1,-1.618592501E0,-7.340856791E-1,7.941014320E-2
3.641958573E1,-1.607597232E0,-7.291989326E-1,8.567132801E-2
3.642193927E1,-1.594005942E0,-7.232431769E-1,8.826743066E-2
3.642429276E1,-1.581789017E0,-7.195780873E-1,9.208522737E-2
3.642664630E1,-1.566975951E0,-7.157602906E-1,9.712471068E-2
3.642899984E1,-1.554606318E0,-7.133168578E-1,1.010952219E-1
3.643135333E1,-1.542389274E0,-7.133168578E-1,1.049130186E-1
3.643370688E1,-1.527576327E0,-7.131641507E-1,1.111742035E-1
3.643606042E1,-1.512763262E0,-7.130114436E-1,1.151447073E-1
3.643841391E1,-1.496575832E0,-7.165238261E-1,1.189625040E-1
3.644076745E1,-1.481762767E0,-7.177455425E-1,1.217113137E-1
3.644312094E1,-1.464506269E0,-7.175928354E-1,1.255291104E-1
3.644547448E1,-1.445875406E0,-7.198835015E-1,1.246128380E-1
3.644782802E1,-1.427244663E0,-7.174401283E-1,1.261399537E-1
3.645018156E1,-1.408766508E0,-7.174401283E-1,1.264453828E-1
3.645253505E1,-1.390135646E0,-7.137750387E-1,1.253764033E-1
3.645488860E1,-1.374100924E0,-7.111788988E-1,1.305686086E-1
3.645724208E1,-1.356691718E0,-7.040014863E-1,1.294996142E-1
3.645959563E1,-1.341878772E0,-6.966713071E-1,1.296523362E-1
3.646194917E1,-1.327218413E0,-6.858287454E-1,1.311794519E-1
3.646430271E1,-1.313627005E0,-6.725428104E-1,1.325538605E-1
3.646665620E1,-1.302479029E0,-6.604785919E-1,1.301104724E-1
3.646900974E1,-1.292705536E0,-6.485670805E-1,1.314848661E-1
3.647136328E1,-1.282931924E0,-6.352811456E-1,1.302631795E-1
3.647371677E1,-1.276823521E0,-6.219952106E-1,1.304158866E-1
3.647607031E1,-1.269340634E0,-6.123743653E-1,1.291942000E-1
3.647842380E1,-1.262010455E0,-5.980194807E-1,1.316375881E-1
3.648077734E1,-1.254680276E0,-5.896202922E-1,1.354553849E-1
3.648313089E1,-1.244906664E0,-5.822901726E-1,1.368297935E-1
3.648548438E1,-1.237576604E0,-5.726693273E-1,1.404948682E-1
3.648783792E1,-1.227802992E0,-5.665608048E-1,1.443126649E-1
3.649019146E1,-1.221694469E0,-5.593833923E-1,1.504211426E-1
3.649254495E1,-1.213142633E0,-5.567872524E-1,1.566823274E-1
3.649489849E1,-1.208408594E0,-5.508314967E-1,1.653869003E-1
3.649725203E1,-1.203521848E0,-5.494571328E-1,1.739387512E-1
3.649960557E1,-1.200009465E0,-5.482354164E-1,1.814216375E-1
3.650195906E1,-1.196344376E0,-5.482354164E-1,1.863084137E-1
3.650431260E1,-1.190235853E0,-5.517477989E-1,1.937913001E-1
3.650666610E1,-1.185349107E0,-5.540384650E-1,1.974563748E-1
3.650901964E1,-1.180462360E0,-5.540384650E-1,2.037175596E-1
3.651137318E1,-1.175575495E0,-5.551074743E-1,2.099787444E-1
3.651372667E1,-1.169467092E0,-5.514423847E-1,2.124221325E-1
3.651608021E1,-1.164580345E0,-5.479300022E-1,2.162399292E-1
3.651843375E1,-1.159693480E0,-5.418215394E-1,2.174616307E-1
3.652078724E1,-1.152363300E0,-5.322006941E-1,2.162399292E-1
3.652314078E1,-1.146254897E0,-5.190674663E-1,2.150182426E-1
3.652549432E1,-1.141215444E0,-5.034908652E-1,2.113531530E-1
3.652784781E1,-1.136328578E0,-4.818057716E-1,2.064663768E-1
3.653020136E1,-1.132663488E0,-4.614951015E-1,2.015796006E-1
3.653255490E1,-1.127776742E0,-4.375193417E-1,1.954711229E-1
3.653490839E1,-1.127929449E0,-4.088095427E-1,1.904316396E-1
3.653726193E1,-1.128082156E0,-3.788780272E-1,1.829487532E-1
3.653961547E1,-1.128234863E0,-3.465031087E-1,1.766875684E-1
3.654196896E1,-1.128387570E0,-3.129065037E-1,1.704263836E-1
3.654432250E1,-1.128540277E0,-2.782409191E-1,1.641651988E-1
3.654667604E1,-1.126249671E0,-2.374668717E-1,1.603474021E-1
3.654902953E1,-1.128845692E0,-1.979145110E-1,1.553079188E-1
3.655138307E1,-1.130372882E0,-1.511846930E-1,1.466033459E-1
3.655373662E1,-1.134190679E0,-1.105633527E-1,1.401894391E-1
3.655609010E1,-1.138161182E0,-6.734590977E-2,1.325538605E-1
3.655844365E1,-1.142131686E0,-2.061609551E-2,1.287360638E-1
3.656079719E1,-1.148545504E0,2.367033064E-2,1.247655526E-1
3.656315068E1,-1.152516007E0,7.040014863E-2,1.195733473E-1
3.656550422E1,-1.157860994E0,1.146865711E-1,1.157555580E-1
3.656785776E1,-1.158013701E0,1.591257155E-1,1.117850468E-1
3.657021125E1,-1.160762548E0,2.034121305E-1,1.104106456E-1
3.657256479E1,-1.162289619E0,2.441861928E-1,1.078145429E-1
3.657491833E1,-1.160151601E0,2.812951505E-1,1.064401343E-1
3.657727182E1,-1.159082651E0,3.161134422E-1,1.038440317E-1
3.657962537E1,-1.155570269E0,3.509317636E-1,1.014006436E-1
3.658197891E1,-1.150836229E0,3.808632791E-1,9.880454093E-2
3.658433240E1,-1.144727707E0,4.097257853E-1,1.000262350E-1
3.658668594E1,-1.137550354E0,4.373666346E-1,9.880454093E-2
3.658903948E1,-1.128998399E0,4.601207078E-1,9.880454093E-2
3.659139297E1,-1.116781473E0,4.853181541E-1,9.651386738E-2
3.659374651E1,-1.108229637E0,5.070032477E-1,9.651386738E-2
3.659610005E1,-1.097234368E0,5.273138881E-1,9.407047927E-2
3.659845354E1,-1.082421303E0,5.489989519E-1,8.811471611E-2
3.660080708E1,-1.068677306E0,5.657972693E-1,8.093725890E-2
3.660316063E1,-1.056307673E0,5.801522136E-1,7.742489129E-2
3.660551412E1,-1.043937922E0,5.934380889E-1,6.765133142E-2
3.660786766E1,-1.028972149E0,6.041279435E-1,6.047387794E-2
3.661022120E1,-1.014006495E0,6.125270724E-1,5.207473040E-2
3.661257469E1,-1.002858520E0,6.198572516E-1,4.978405312E-2
3.661492823E1,-9.866710305E-1,6.247440577E-1,4.764608666E-2
3.661728177E1,-9.706363082E-1,6.282563806E-1,4.535540938E-2
3.661963526E1,-9.506310225E-1,6.247440577E-1,4.321744293E-2
3.662198880E1,-9.295567870E-1,6.224533319E-1,3.985778242E-2
3.662434234E1,-9.072608948E-1,6.177192926E-1,4.260659590E-2
3.662669583E1,-8.848122358E-1,6.131379604E-1,4.291202128E-2
3.662904938E1,-8.600729704E-1,6.059604883E-1,4.459185153E-2
3.663140292E1,-8.377770185E-1,5.977140665E-1,4.856235534E-2
3.663375641E1,-8.167027831E-1,5.882459283E-1,5.253286287E-2
3.663610995E1,-7.930324674E-1,5.775560737E-1,5.665608495E-2
3.663846344E1,-7.719582319E-1,5.656445622E-1,6.306997687E-2
3.664081698E1,-7.508839965E-1,5.514423847E-1,6.963659078E-2
3.664317052E1,-7.273663878E-1,5.372401476E-1,7.605048269E-2
3.664552406E1,-7.026270628E-1,5.241069198E-1,8.139539510E-2
3.664787755E1,-6.789567471E-1,5.099047422E-1,8.796200156E-2
3.665023110E1,-6.529957056E-1,4.944808483E-1,9.575030953E-2
3.665258464E1,-6.319214702E-1,4.790569544E-1,1.033858955E-1
3.665493813E1,-6.084038615E-1,4.659237564E-1,1.111742035E-1
3.665729167E1,-5.861079693E-1,4.517215490E-1,1.189625040E-1
3.665964516E1,-5.638120174E-1,4.387410581E-1,1.278197914E-1
3.666199870E1,-5.465555787E-1,4.292729199E-1,1.354553849E-1
3.666435224E1,-5.292991400E-1,4.198047817E-1,1.455343664E-1
3.666670573E1,-5.118899941E-1,4.103366435E-1,1.531699449E-1
3.666905927E1,-4.946335554E-1,3.996468186E-1,1.632489264E-1
3.667141281E1,-4.836383164E-1,3.901786804E-1,1.731752008E-1
3.667376636E1,-4.688252807E-1,3.782671690E-1,1.869192570E-1
3.667611984E1,-4.566083252E-1,3.700207174E-1,1.982199401E-1
3.667847339E1,-4.468347728E-1,3.629959822E-1,2.130329758E-1
3.668082688E1,-4.358395338E-1,3.510844707E-1,2.267770469E-1
3.668318042E1,-4.272876680E-1,3.440597057E-1,2.403683960E-1
3.668553396E1,-4.164451063E-1,3.393256664E-1,2.564031482E-1
3.668788745E1,-4.103366435E-1,3.347443044E-1,2.712161839E-1
3.669024099E1,-4.019374847E-1,3.312319219E-1,2.872509360E-1
3.669259453E1,-3.935383558E-1,3.301629424E-1,3.032856584E-1
3.669494807E1,-3.851391971E-1,3.303156495E-1,3.168770075E-1
3.669730156E1,-3.779617548E-1,3.316900730E-1,3.329117596E-1
3.669965511E1,-3.707842827E-1,3.365768492E-1,3.513898849E-1
3.670200860E1,-3.623851240E-1,3.426853120E-1,3.649812341E-1
3.670436214E1,-3.576510847E-1,3.487937748E-1,3.796415627E-1
3.670671568E1,-3.529170156E-1,3.561239541E-1,3.895678520E-1
3.670906917E1,-3.471139669E-1,3.681881726E-1,4.017847776E-1
3.671142271E1,-3.436015844E-1,3.802524209E-1,4.127800465E-1
3.671377625E1,-3.400892019E-1,3.923166394E-1,4.213318825E-1
3.671612974E1,-3.377985358E-1,4.068242610E-1,4.298837483E-1
3.671848328E1,-3.368822634E-1,4.236225784E-1,4.372139275E-1
3.672083682E1,-3.358132839E-1,4.393518865E-1,4.445441067E-1
3.672319036E1,-3.347443044E-1,4.585935771E-1,4.457657933E-1
3.672554386E1,-3.361186981E-1,4.776825607E-1,4.480564594E-1
3.672789740E1,-3.362714052E-1,4.957025647E-1,4.492781460E-1
3.673025089E1,-3.364241421E-1,5.137225389E-1,4.503471553E-1
3.673260443E1,-3.390202224E-1,5.317425132E-1,4.489727318E-1
3.673495797E1,-3.403946459E-1,5.485408306E-1,4.501944184E-1
3.673731146E1,-3.417690396E-1,5.653391480E-1,4.500417113E-1
3.673966500E1,-3.407000601E-1,5.809157491E-1,4.488200247E-1
3.674201854E1,-3.407000601E-1,5.928272605E-1,4.475983381E-1
3.674437208E1,-3.396310806E-1,6.024481058E-1,4.475983381E-1
3.674672557E1,-3.371876776E-1,6.084038615E-1,4.488200247E-1
3.674907912E1,-3.309265077E-1,6.085565686E-1,4.500417113E-1
3.675143261E1,-3.235963285E-1,6.061131954E-1,4.526378214E-1
3.675378615E1,-3.148917556E-1,6.038225293E-1,4.540122151E-1
3.675613969E1,-3.037438095E-1,5.978667736E-1,4.566083252E-1
3.675849318E1,-2.925958335E-1,5.894675851E-1,4.604261220E-1
3.676084672E1,-2.788517773E-1,5.824428797E-1,4.619532526E-1
3.676320026E1,-2.640387416E-1,5.752654076E-1,4.659237564E-1
3.676555375E1,-2.502946556E-1,5.670189857E-1,4.685198367E-1
3.676790729E1,-2.304421216E-1,5.573981404E-1,4.676035643E-1
3.677026083E1,-2.116585821E-1,5.479300022E-1,4.642439187E-1
3.677261432E1,-1.916533262E-1,5.372401476E-1,4.584408700E-1
3.677496786E1,-1.740914732E-1,5.276193023E-1,4.514161348E-1
3.677732141E1,-1.565296054E-1,5.155550838E-1,4.419479966E-1
3.677967490E1,-1.389677525E-1,5.048652887E-1,4.324798584E-1
3.678202844E1,-1.250709742E-1,4.928010404E-1,4.216373265E-1
3.678438198E1,-1.123958975E-1,4.819584787E-1,4.107947946E-1
3.678673547E1,-1.021642014E-1,4.688252807E-1,3.975088596E-1
3.678908901E1,-9.437590092E-2,4.555393457E-1,3.866663277E-1
3.679144255E1,-8.658760041E-2,4.399627447E-1,3.733803928E-1
3.679379604E1,-7.773031294E-2,4.230117202E-1,3.637595475E-1
3.679614958E1,-6.994201243E-2,4.037700295E-1,3.529170156E-1
3.679850313E1,-5.971032009E-2,3.859027624E-1,3.434488773E-1
3.680085662E1,-5.314370990E-2,3.689517379E-1,3.300102353E-1
3.680321016E1,-4.306473210E-2,3.509317636E-1,3.217637837E-1
3.680556370E1,-3.390202299E-2,3.329117596E-1,3.084778786E-1
3.680791719E1,-2.504473738E-2,3.173351586E-1,2.976353168E-1
3.681027073E1,-1.481304597E-2,3.016058207E-1,2.843494117E-1
3.681262427E1,-1.985253533E-3,2.872509360E-1,2.722851634E-1
3.681497776E1,1.068982668E-2,2.739650011E-1,2.603736520E-1
3.681733130E1,2.214321308E-2,2.571666837E-1,2.483094037E-1
3.681968485E1,3.603998944E-2,2.415900975E-1,2.351761907E-1
3.682203833E1,4.886778072E-2,2.260134816E-1,2.231119573E-1
3.682439188E1,6.154286116E-2,2.092151791E-1,2.136438340E-1
3.682674542E1,7.406523079E-2,1.971509457E-1,2.052446753E-1
3.682909891E1,8.429691941E-2,1.840177327E-1,1.956238300E-1
3.683145245E1,9.697200358E-2,1.731752008E-1,1.847812980E-1
3.683380599E1,1.107160673E-1,1.598892659E-1,1.777565479E-1
3.683615948E1,1.209477559E-1,1.491994411E-1,1.681357026E-1
3.683851302E1,1.285833418E-1,1.383569092E-1,1.597365588E-1
3.684086656E1,1.398840249E-1,1.299577504E-1,1.525591016E-1
3.684322005E1,1.501157135E-1,1.166718230E-1,1.441599578E-1
3.684557360E1,1.601946950E-1,1.059819981E-1,1.369825006E-1
3.684792714E1,1.678302884E-1,9.513945878E-2,1.285833418E-1
3.685028063E1,1.780619770E-1,8.429691941E-2,1.189625040E-1
3.685263417E1,1.881409585E-1,7.711946964E-2,1.117850468E-1
3.685498771E1,1.969982386E-1,6.872031838E-2,1.033858955E-1
3.685734120E1,2.058555335E-1,5.787777901E-2,9.498675168E-2
3.685969474E1,2.147128135E-1,4.947862774E-2,8.903098851E-2
3.686204828E1,2.260134816E-1,3.985778242E-2,8.551861346E-2
3.686440177E1,2.373141646E-1,3.023693897E-2,8.215895295E-2
3.686675531E1,2.486148328E-1,2.199050039E-2,7.986827940E-2
3.686910886E1,2.597627938E-1,1.236965694E-2,7.879929990E-2
3.687146235E1,2.722851634E-1,6.413896102E-3,7.895200700E-2
3.687381589E1,2.834331393E-1,4.581354442E-4,8.047912270E-2
3.687616943E1,2.945810854E-1,-4.275931045E-3,8.185353130E-2
3.687852292E1,3.045073450E-1,-9.009997360E-3,8.567132801E-2
3.688087646E1,3.156553209E-1,-1.252236869E-2,9.193251282E-2
3.688323000E1,3.254288733E-1,-1.832541823E-2,9.819369763E-2
3.688558349E1,3.352024257E-1,-2.428117767E-2,1.082726792E-1
3.688793703E1,3.413109183E-1,-3.145863488E-2,1.168245375E-1
3.689029057E1,3.500154912E-1,-3.970507160E-2,1.256818175E-1
3.689264406E1,3.573456407E-1,-4.672981426E-2,1.356080920E-1
3.689499760E1,3.620797098E-1,-5.268557742E-2,1.490467340E-1
3.689735115E1,3.694098890E-1,-5.971032009E-2,1.614163816E-1
3.689970464E1,3.741439581E-1,-6.688777357E-2,1.725643575E-1
3.690205818E1,3.778090179E-1,-7.635590434E-2,1.861557066E-1
3.690441172E1,3.788780272E-1,-8.826743066E-2,1.997470558E-1
3.690676521E1,3.787252903E-1,-1.014006436E-1,2.131856978E-1
3.690911875E1,3.761292100E-1,-1.168245375E-1,2.254026383E-1
3.691147229E1,3.710896969E-1,-1.324011385E-1,2.389939874E-1
3.691382578E1,3.636068404E-1,-1.443126649E-1,2.486148328E-1
3.691617932E1,3.573456407E-1,-1.598892659E-1,2.620534599E-1
3.691853286E1,3.497100472E-1,-1.718007922E-1,2.730487287E-1
3.692088636E1,3.446705639E-1,-1.898207814E-1,2.840439677E-1
3.692323990E1,3.397837877E-1,-2.053973973E-1,2.913741469E-1
3.692559344E1,3.321481943E-1,-2.173089087E-1,3.023693860E-1
3.692794693E1,3.271087110E-1,-2.316638231E-1,3.133646548E-1
3.693030047E1,3.222219348E-1,-2.495311052E-1,3.243598938E-1
3.693265401E1,3.210002482E-1,-2.687727809E-1,3.318427801E-1
3.693500750E1,3.171824515E-1,-2.866400778E-1,3.403946459E-1
3.693736104E1,3.159607351E-1,-3.046600819E-1,3.452814221E-1
3.693971458E1,3.122956753E-1,-3.213056624E-1,3.515425920E-1
3.694206807E1,3.086305857E-1,-3.381039500E-1,3.564293683E-1
3.694442162E1,3.049654961E-1,-3.536805511E-1,3.576510847E-1
3.694677516E1,3.025220931E-1,-3.645231128E-1,3.600944579E-1
3.694912865E1,2.976353168E-1,-3.741439581E-1,3.613161445E-1
3.695148219E1,2.939702570E-1,-3.849864900E-1,3.600944579E-1
3.695383573E1,2.890834510E-1,-3.921639323E-1,3.623851240E-1
3.695618922E1,2.817533016E-1,-3.993414044E-1,3.611634374E-1
3.695854276E1,2.780882120E-1,-4.077405334E-1,3.599417508E-1
3.696089630E1,2.730487287E-1,-4.126273096E-1,3.622324169E-1
3.696324979E1,2.693836391E-1,-4.162923992E-1,3.610107303E-1
3.696560333E1,2.632751763E-1,-4.210264683E-1,3.622324169E-1
3.696795688E1,2.557922900E-1,-4.259132445E-1,3.620797098E-1
3.697031036E1,2.484621257E-1,-4.318690002E-1,3.633013964E-1
3.697266391E1,2.409792393E-1,-4.379774928E-1,3.655920923E-1
3.697501745E1,2.348707765E-1,-4.451549351E-1,3.643703759E-1
3.697737094E1,2.249445021E-1,-4.511106908E-1,3.629959822E-1
3.697972448E1,2.176143378E-1,-4.584408700E-1,3.628432751E-1
3.698207802E1,2.115058601E-1,-4.656183124E-1,3.652866483E-1
3.698443151E1,2.015796006E-1,-4.752391577E-1,3.687990308E-1
3.698678505E1,1.928750277E-1,-4.873034060E-1,3.712424338E-1
3.698913854E1,1.843231618E-1,-4.957025647E-1,3.723114133E-1
3.699149208E1,1.792836636E-1,-5.088357925E-1,3.759764731E-1
3.699384563E1,1.731752008E-1,-5.184566379E-1,3.784198761E-1
3.699619917E1,1.695101112E-1,-5.303681493E-1,3.820849657E-1
3.699855266E1,1.644706279E-1,-5.399889946E-1,3.857500553E-1
3.700090620E1,1.608055383E-1,-5.543438792E-1,3.894151151E-1
3.700325969E1,1.571404636E-1,-5.639647245E-1,3.955236077E-1
3.700561323E1,1.571404636E-1,-5.758762360E-1,4.004103839E-1
3.700796677E1,1.545443535E-1,-5.867187977E-1,4.078932703E-1
3.701032031E1,1.545443535E-1,-5.998520255E-1,4.127800465E-1
3.701267380E1,1.533226669E-1,-6.105418205E-1,4.201101959E-1
3.701502734E1,1.531699449E-1,-6.177192926E-1,4.288147688E-1
3.701738089E1,1.519482583E-1,-6.224533319E-1,4.349232614E-1
3.701973438E1,1.517955512E-1,-6.261184216E-1,4.434750974E-1
3.702208792E1,1.504211426E-1,-6.284091473E-1,4.532486796E-1
3.702444141E1,1.502684206E-1,-6.271874309E-1,4.605788291E-1
3.702679495E1,1.488940120E-1,-6.235223413E-1,4.691306949E-1
3.702914849E1,1.473668963E-1,-6.149705052E-1,4.789042473E-1
3.703150198E1,1.459924877E-1,-6.030589342E-1,4.860817194E-1
3.703385552E1,1.444653720E-1,-5.897729993E-1,4.934118688E-1
3.703620906E1,1.392731816E-1,-5.764871240E-1,5.018110275E-1
3.703856255E1,1.353026628E-1,-5.596888065E-1,5.103628635E-1
3.704091610E1,1.325538605E-1,-5.392253995E-1,5.187620521E-1
3.704326964E1,1.273616552E-1,-5.212054253E-1,5.234960914E-1
