"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
6.467568778E0,7.744765282E-1,3.415303707E0,-2.162557602E0
6.486410132E0,1.610313416E0,2.641618252E0,-2.183452606E0
6.505238413E0,1.515719891E0,3.308056355E0,-2.508559704E0
6.524066694E0,1.032166481E0,4.091058254E0,-3.149623871E0
6.542894923E0,6.003694534E-1,4.592633724E0,-3.549815178E0
6.561723205E0,1.088362932E0,4.534005642E0,-3.772837877E0
6.580551486E0,1.814798594E0,4.066808701E0,-3.621626854E0
6.599379715E0,2.570769310E0,3.726282120E0,-3.345004082E0
6.618207996E0,2.776746273E0,3.914181471E0,-2.754176140E0
6.637036278E0,2.662006378E0,3.977044582E0,-2.240648746E0
6.655864507E0,2.954394817E0,3.409111738E0,-1.825741291E0
6.674692788E0,3.240840912E0,2.912492990E0,-1.054787159E0
6.693521069E0,3.207022667E0,2.454779148E0,-4.663581848E-1
6.712349298E0,2.472272873E0,2.144742012E0,-2.383995056E-1
6.731177580E0,1.729310751E0,1.456213951E0,-2.441720963E-1
6.750005861E0,1.327937126E0,1.072571754E0,-1.317882538E-2
6.768834142E0,8.324308395E-1,1.117062330E0,3.552713394E-1
6.787662371E0,5.241098404E-1,1.045282364E0,5.236463547E-1
6.806490653E0,5.360543728E-1,9.734392166E-1,6.944847107E-1
6.825318934E0,6.007330418E-1,8.480389118E-1,8.072929382E-1
6.844147163E0,7.111830711E-1,6.390087605E-1,9.449205399E-1
6.862975444E0,8.655519485E-1,4.708542824E-1,1.296719551E0
6.881803725E0,8.474116325E-1,3.420665264E-1,1.532439232E0
6.900632007E0,6.709017754E-1,1.627531052E-1,1.700799942E0
6.919460236E0,4.317183495E-1,-8.117520809E-2,1.719608307E0
6.938288517E0,2.081229687E-1,-3.279728889E-1,1.854941368E0
6.957116798E0,3.539824486E-2,-4.106026888E-1,1.843074799E0
6.975945028E0,-2.020077705E-1,-4.009139538E-1,1.752403259E0
6.994773309E0,-2.212352753E-1,-2.605981827E-1,1.505989075E0
7.013601590E0,-7.971286774E-2,2.927768230E-2,1.293997765E0
7.032429871E0,1.921939850E-2,4.613535404E-1,1.132895470E0
7.051258100E0,1.035463810E-1,1.095553637E0,9.270725250E-1
7.070086382E0,6.042408943E-2,1.976249576E0,6.546316147E-1
7.088914663E0,1.995813847E-1,2.444355011E0,2.959451675E-1
7.107742944E0,4.444189072E-1,2.517622232E0,-1.413297653E-1
7.126571173E0,8.108838797E-1,2.437372684E0,-7.188377380E-1
7.145399455E0,8.978140354E-1,2.518518925E0,-1.440882206E0
7.164227736E0,8.832811117E-1,2.879441500E0,-2.200004101E0
7.183056017E0,9.582570791E-1,3.280174255E0,-2.762324333E0
7.201884246E0,1.312603235E0,3.629718065E0,-3.233054161E0
7.220712528E0,1.806544542E0,3.788271427E0,-3.565850735E0
7.239540809E0,2.267811775E0,3.672064304E0,-3.774336338E0
7.258369090E0,2.708698750E0,3.355825663E0,-3.751289845E0
7.277197319E0,3.120228052E0,2.836021423E0,-3.555526733E0
7.296025600E0,3.114096165E0,2.365082741E0,-3.320608139E0
7.314853882E0,2.884153843E0,2.122493267E0,-3.022704601E0
